"","date","hour","Node","LMP","gross_load","source","datetime"
"193983",2014-01-07,14,"PJM",175.3775,NA,"reported",2014-01-07 14:00:00
"193984",2014-01-07,15,"PJM",170.9642,NA,"reported",2014-01-07 15:00:00
"193985",2014-01-07,16,"PJM",156.5464,NA,"reported",2014-01-07 16:00:00
"193986",2014-01-07,17,"PJM",183.62,NA,"reported",2014-01-07 17:00:00
"193987",2014-01-07,18,"PJM",295.0166,NA,"reported",2014-01-07 18:00:00
"193988",2014-01-07,19,"PJM",508.8157,NA,"reported",2014-01-07 19:00:00
"193989",2014-01-07,20,"PJM",315.0915,NA,"reported",2014-01-07 20:00:00
"193990",2014-01-07,21,"PJM",261.3638,NA,"reported",2014-01-07 21:00:00
"193991",2014-01-07,22,"PJM",184.7359,NA,"reported",2014-01-07 22:00:00
"193992",2014-01-07,23,"PJM",185.7568,NA,"reported",2014-01-07 23:00:00
"193993",2014-01-08,0,"PJM",167.4877,NA,"reported",2014-01-08 00:00:00
"193994",2014-01-08,1,"PJM",320.5421,NA,"reported",2014-01-08 01:00:00
"193995",2014-01-08,2,"PJM",229.5461,NA,"reported",2014-01-08 02:00:00
"193996",2014-01-08,3,"PJM",215.6867,NA,"reported",2014-01-08 03:00:00
"193997",2014-01-08,4,"PJM",199.5651,NA,"reported",2014-01-08 04:00:00
"193998",2014-01-08,5,"PJM",214.9048,NA,"reported",2014-01-08 05:00:00
"193999",2014-01-08,6,"PJM",290.5301,NA,"reported",2014-01-08 06:00:00
"194000",2014-01-08,7,"PJM",325.45,NA,"reported",2014-01-08 07:00:00
"194001",2014-01-08,8,"PJM",694.4675,NA,"reported",2014-01-08 08:00:00
"194002",2014-01-08,9,"PJM",299.619,NA,"reported",2014-01-08 09:00:00
"194003",2014-01-08,10,"PJM",273.0886,NA,"reported",2014-01-08 10:00:00
"194004",2014-01-08,11,"PJM",205.5072,NA,"reported",2014-01-08 11:00:00
"194005",2014-01-08,12,"PJM",173.6892,NA,"reported",2014-01-08 12:00:00
"194006",2014-01-08,13,"PJM",168.1706,NA,"reported",2014-01-08 13:00:00
"194007",2014-01-08,14,"PJM",156.069,NA,"reported",2014-01-08 14:00:00
"194008",2014-01-08,15,"PJM",143.4015,NA,"reported",2014-01-08 15:00:00
"194009",2014-01-08,16,"PJM",144.0329,NA,"reported",2014-01-08 16:00:00
"194010",2014-01-08,17,"PJM",158.4925,NA,"reported",2014-01-08 17:00:00
"194011",2014-01-08,18,"PJM",196.0834,NA,"reported",2014-01-08 18:00:00
"194012",2014-01-08,19,"PJM",223.5689,NA,"reported",2014-01-08 19:00:00
"194013",2014-01-08,20,"PJM",199.4911,NA,"reported",2014-01-08 20:00:00
"194014",2014-01-08,21,"PJM",180.1124,NA,"reported",2014-01-08 21:00:00
"194015",2014-01-08,22,"PJM",175.0175,NA,"reported",2014-01-08 22:00:00
"194016",2014-01-08,23,"PJM",134.5676,NA,"reported",2014-01-08 23:00:00
"194017",2014-01-09,0,"PJM",110.7245,NA,"reported",2014-01-09 00:00:00
"194018",2014-01-09,1,"PJM",45.4628,NA,"reported",2014-01-09 01:00:00
"194019",2014-01-09,2,"PJM",42.5931,NA,"reported",2014-01-09 02:00:00
"194020",2014-01-09,3,"PJM",41.9913,NA,"reported",2014-01-09 03:00:00
"194021",2014-01-09,4,"PJM",41.7281,NA,"reported",2014-01-09 04:00:00
"194022",2014-01-09,5,"PJM",43.4502,NA,"reported",2014-01-09 05:00:00
"194023",2014-01-09,6,"PJM",49.7826,NA,"reported",2014-01-09 06:00:00
"194024",2014-01-09,7,"PJM",70.8447,NA,"reported",2014-01-09 07:00:00
"194025",2014-01-09,8,"PJM",105.3071,NA,"reported",2014-01-09 08:00:00
"194026",2014-01-09,9,"PJM",84.8155,NA,"reported",2014-01-09 09:00:00
"194027",2014-01-09,10,"PJM",73.4697,NA,"reported",2014-01-09 10:00:00
"194028",2014-01-09,11,"PJM",62.5659,NA,"reported",2014-01-09 11:00:00
"194029",2014-01-09,12,"PJM",55.7992,NA,"reported",2014-01-09 12:00:00
"194030",2014-01-09,13,"PJM",48.5949,NA,"reported",2014-01-09 13:00:00
"194031",2014-01-09,14,"PJM",46.5384,NA,"reported",2014-01-09 14:00:00
"194032",2014-01-09,15,"PJM",45.3365,NA,"reported",2014-01-09 15:00:00
"194033",2014-01-09,16,"PJM",42.0862,NA,"reported",2014-01-09 16:00:00
"194034",2014-01-09,17,"PJM",47.0633,NA,"reported",2014-01-09 17:00:00
"194035",2014-01-09,18,"PJM",69.0546,NA,"reported",2014-01-09 18:00:00
"194036",2014-01-09,19,"PJM",64.7246,NA,"reported",2014-01-09 19:00:00
"194037",2014-01-09,20,"PJM",66.7063,NA,"reported",2014-01-09 20:00:00
"194038",2014-01-09,21,"PJM",56.4471,NA,"reported",2014-01-09 21:00:00
"194039",2014-01-09,22,"PJM",48.7064,NA,"reported",2014-01-09 22:00:00
"194040",2014-01-09,23,"PJM",39.5346,NA,"reported",2014-01-09 23:00:00
"194041",2014-01-10,0,"PJM",34.9664,NA,"reported",2014-01-10 00:00:00
"194042",2014-01-10,1,"PJM",33.3949,NA,"reported",2014-01-10 01:00:00
"194043",2014-01-10,2,"PJM",32.232,NA,"reported",2014-01-10 02:00:00
"194044",2014-01-10,3,"PJM",31.9783,NA,"reported",2014-01-10 03:00:00
"194045",2014-01-10,4,"PJM",31.8683,NA,"reported",2014-01-10 04:00:00
"194046",2014-01-10,5,"PJM",31.8852,NA,"reported",2014-01-10 05:00:00
"194047",2014-01-10,6,"PJM",33.0623,NA,"reported",2014-01-10 06:00:00
"194048",2014-01-10,7,"PJM",41.899,NA,"reported",2014-01-10 07:00:00
"194049",2014-01-10,8,"PJM",45.3968,NA,"reported",2014-01-10 08:00:00
"194050",2014-01-10,9,"PJM",44.54,NA,"reported",2014-01-10 09:00:00
"194051",2014-01-10,10,"PJM",45.3613,NA,"reported",2014-01-10 10:00:00
"194052",2014-01-10,11,"PJM",45.2685,NA,"reported",2014-01-10 11:00:00
"194053",2014-01-10,12,"PJM",41.5876,NA,"reported",2014-01-10 12:00:00
"194054",2014-01-10,13,"PJM",37.5208,NA,"reported",2014-01-10 13:00:00
"194055",2014-01-10,14,"PJM",35.2984,NA,"reported",2014-01-10 14:00:00
"194056",2014-01-10,15,"PJM",33.878,NA,"reported",2014-01-10 15:00:00
"194057",2014-01-10,16,"PJM",33.5374,NA,"reported",2014-01-10 16:00:00
"194058",2014-01-10,17,"PJM",35.0595,NA,"reported",2014-01-10 17:00:00
"194059",2014-01-10,18,"PJM",44.2085,NA,"reported",2014-01-10 18:00:00
"194060",2014-01-10,19,"PJM",41.6539,NA,"reported",2014-01-10 19:00:00
"194061",2014-01-10,20,"PJM",38.4381,NA,"reported",2014-01-10 20:00:00
"194062",2014-01-10,21,"PJM",35.7746,NA,"reported",2014-01-10 21:00:00
"194063",2014-01-10,22,"PJM",33.0783,NA,"reported",2014-01-10 22:00:00
"194064",2014-01-10,23,"PJM",31.6149,NA,"reported",2014-01-10 23:00:00
"241945",2014-01-04,0,"PPL",79.0627,NA,"reported",2014-01-04 00:00:00
"241946",2014-01-04,1,"PPL",105.3554,NA,"reported",2014-01-04 01:00:00
"241947",2014-01-04,2,"PPL",88.5051,NA,"reported",2014-01-04 02:00:00
"241948",2014-01-04,3,"PPL",84.4131,NA,"reported",2014-01-04 03:00:00
"241949",2014-01-04,4,"PPL",84.2181,NA,"reported",2014-01-04 04:00:00
"241950",2014-01-04,5,"PPL",87.4593,NA,"reported",2014-01-04 05:00:00
"241951",2014-01-04,6,"PPL",83.7365,NA,"reported",2014-01-04 06:00:00
"241952",2014-01-04,7,"PPL",83.674,NA,"reported",2014-01-04 07:00:00
"241953",2014-01-04,8,"PPL",122.7022,NA,"reported",2014-01-04 08:00:00
"241954",2014-01-04,9,"PPL",131.5182,NA,"reported",2014-01-04 09:00:00
"241955",2014-01-04,10,"PPL",133.8553,NA,"reported",2014-01-04 10:00:00
"241956",2014-01-04,11,"PPL",110.5794,NA,"reported",2014-01-04 11:00:00
"241957",2014-01-04,12,"PPL",85.271,NA,"reported",2014-01-04 12:00:00
"241958",2014-01-04,13,"PPL",73.3353,NA,"reported",2014-01-04 13:00:00
"241959",2014-01-04,14,"PPL",59.2983,NA,"reported",2014-01-04 14:00:00
"241960",2014-01-04,15,"PPL",53.6703,NA,"reported",2014-01-04 15:00:00
"241961",2014-01-04,16,"PPL",55.0125,NA,"reported",2014-01-04 16:00:00
"241962",2014-01-04,17,"PPL",73.1518,NA,"reported",2014-01-04 17:00:00
"241963",2014-01-04,18,"PPL",122.5896,NA,"reported",2014-01-04 18:00:00
"241964",2014-01-04,19,"PPL",116.2974,NA,"reported",2014-01-04 19:00:00
"241965",2014-01-04,20,"PPL",94.473,NA,"reported",2014-01-04 20:00:00
"241966",2014-01-04,21,"PPL",87.3442,NA,"reported",2014-01-04 21:00:00
"241967",2014-01-04,22,"PPL",77.617,NA,"reported",2014-01-04 22:00:00
"241968",2014-01-04,23,"PPL",76.0937,NA,"reported",2014-01-04 23:00:00
"241969",2014-01-05,0,"PPL",51.7817,NA,"reported",2014-01-05 00:00:00
"241970",2014-01-05,1,"PPL",52.3334,NA,"reported",2014-01-05 01:00:00
"241971",2014-01-05,2,"PPL",45.8819,NA,"reported",2014-01-05 02:00:00
"241972",2014-01-05,3,"PPL",44.363,NA,"reported",2014-01-05 03:00:00
"241973",2014-01-05,4,"PPL",43.5017,NA,"reported",2014-01-05 04:00:00
"241974",2014-01-05,5,"PPL",42.257,NA,"reported",2014-01-05 05:00:00
"241975",2014-01-05,6,"PPL",44.7521,NA,"reported",2014-01-05 06:00:00
"241976",2014-01-05,7,"PPL",47.8793,NA,"reported",2014-01-05 07:00:00
"241977",2014-01-05,8,"PPL",58.3282,NA,"reported",2014-01-05 08:00:00
"241978",2014-01-05,9,"PPL",69.2531,NA,"reported",2014-01-05 09:00:00
"241979",2014-01-05,10,"PPL",75.1776,NA,"reported",2014-01-05 10:00:00
"241980",2014-01-05,11,"PPL",71.3032,NA,"reported",2014-01-05 11:00:00
"241981",2014-01-05,12,"PPL",68.8194,NA,"reported",2014-01-05 12:00:00
"241982",2014-01-05,13,"PPL",66.0533,NA,"reported",2014-01-05 13:00:00
"241983",2014-01-05,14,"PPL",55.9593,NA,"reported",2014-01-05 14:00:00
"241984",2014-01-05,15,"PPL",51.3957,NA,"reported",2014-01-05 15:00:00
"241985",2014-01-05,16,"PPL",52.9715,NA,"reported",2014-01-05 16:00:00
"241986",2014-01-05,17,"PPL",68.1465,NA,"reported",2014-01-05 17:00:00
"241987",2014-01-05,18,"PPL",92.1715,NA,"reported",2014-01-05 18:00:00
"241988",2014-01-05,19,"PPL",89.6961,NA,"reported",2014-01-05 19:00:00
"241989",2014-01-05,20,"PPL",73.389,NA,"reported",2014-01-05 20:00:00
"241990",2014-01-05,21,"PPL",59.8661,NA,"reported",2014-01-05 21:00:00
"241991",2014-01-05,22,"PPL",53.5082,NA,"reported",2014-01-05 22:00:00
"241992",2014-01-05,23,"PPL",41.2205,NA,"reported",2014-01-05 23:00:00
"241993",2014-01-06,0,"PPL",33.9047,NA,"reported",2014-01-06 00:00:00
"241994",2014-01-06,1,"PPL",35.7125,NA,"reported",2014-01-06 01:00:00
"241995",2014-01-06,2,"PPL",34.4188,NA,"reported",2014-01-06 02:00:00
"241996",2014-01-06,3,"PPL",34.3602,NA,"reported",2014-01-06 03:00:00
"241997",2014-01-06,4,"PPL",34.1538,NA,"reported",2014-01-06 04:00:00
"241998",2014-01-06,5,"PPL",35.4933,NA,"reported",2014-01-06 05:00:00
"241999",2014-01-06,6,"PPL",40.8131,NA,"reported",2014-01-06 06:00:00
"242000",2014-01-06,7,"PPL",61.6862,NA,"reported",2014-01-06 07:00:00
"242001",2014-01-06,8,"PPL",84.5327,NA,"reported",2014-01-06 08:00:00
"242002",2014-01-06,9,"PPL",80.1592,NA,"reported",2014-01-06 09:00:00
"242003",2014-01-06,10,"PPL",89.1088,NA,"reported",2014-01-06 10:00:00
"242004",2014-01-06,11,"PPL",98.4648,NA,"reported",2014-01-06 11:00:00
"242005",2014-01-06,12,"PPL",97.586,NA,"reported",2014-01-06 12:00:00
"242006",2014-01-06,13,"PPL",88.1979,NA,"reported",2014-01-06 13:00:00
"242007",2014-01-06,14,"PPL",83.0358,NA,"reported",2014-01-06 14:00:00
"242008",2014-01-06,15,"PPL",81.4649,NA,"reported",2014-01-06 15:00:00
"242009",2014-01-06,16,"PPL",86.6794,NA,"reported",2014-01-06 16:00:00
"242010",2014-01-06,17,"PPL",101.864,NA,"reported",2014-01-06 17:00:00
"242011",2014-01-06,18,"PPL",190.3532,NA,"reported",2014-01-06 18:00:00
"242012",2014-01-06,19,"PPL",232.8247,NA,"reported",2014-01-06 19:00:00
"242013",2014-01-06,20,"PPL",234.4408,NA,"reported",2014-01-06 20:00:00
"242014",2014-01-06,21,"PPL",231.0216,NA,"reported",2014-01-06 21:00:00
"242015",2014-01-06,22,"PPL",198.535,NA,"reported",2014-01-06 22:00:00
"242016",2014-01-06,23,"PPL",140.19,NA,"reported",2014-01-06 23:00:00
"242017",2014-01-07,0,"PPL",131.8694,NA,"reported",2014-01-07 00:00:00
"242018",2014-01-07,1,"PPL",257.2931,NA,"reported",2014-01-07 01:00:00
"242019",2014-01-07,2,"PPL",212.9565,NA,"reported",2014-01-07 02:00:00
"242020",2014-01-07,3,"PPL",231.6989,NA,"reported",2014-01-07 03:00:00
"242021",2014-01-07,4,"PPL",223.9348,NA,"reported",2014-01-07 04:00:00
"242022",2014-01-07,5,"PPL",253.6422,NA,"reported",2014-01-07 05:00:00
"242023",2014-01-07,6,"PPL",296.1518,NA,"reported",2014-01-07 06:00:00
"242024",2014-01-07,7,"PPL",330.9208,NA,"reported",2014-01-07 07:00:00
"242025",2014-01-07,8,"PPL",519.378,NA,"reported",2014-01-07 08:00:00
"242026",2014-01-07,9,"PPL",367.5621,NA,"reported",2014-01-07 09:00:00
"242027",2014-01-07,10,"PPL",341.6429,NA,"reported",2014-01-07 10:00:00
"242028",2014-01-07,11,"PPL",317.5394,NA,"reported",2014-01-07 11:00:00
"242029",2014-01-07,12,"PPL",254.1317,NA,"reported",2014-01-07 12:00:00
"242030",2014-01-07,13,"PPL",241.4308,NA,"reported",2014-01-07 13:00:00
"242031",2014-01-07,14,"PPL",241.3575,NA,"reported",2014-01-07 14:00:00
"242032",2014-01-07,15,"PPL",238.9008,NA,"reported",2014-01-07 15:00:00
"242033",2014-01-07,16,"PPL",230.948,NA,"reported",2014-01-07 16:00:00
"242034",2014-01-07,17,"PPL",274.4685,NA,"reported",2014-01-07 17:00:00
"242035",2014-01-07,18,"PPL",372.4037,NA,"reported",2014-01-07 18:00:00
"242036",2014-01-07,19,"PPL",580.6864,NA,"reported",2014-01-07 19:00:00
"242037",2014-01-07,20,"PPL",381.8019,NA,"reported",2014-01-07 20:00:00
"242038",2014-01-07,21,"PPL",320.0157,NA,"reported",2014-01-07 21:00:00
"242039",2014-01-07,22,"PPL",257.9277,NA,"reported",2014-01-07 22:00:00
"242040",2014-01-07,23,"PPL",294.0193,NA,"reported",2014-01-07 23:00:00
"242041",2014-01-08,0,"PPL",263.8942,NA,"reported",2014-01-08 00:00:00
"242042",2014-01-08,1,"PPL",347.7286,NA,"reported",2014-01-08 01:00:00
"242043",2014-01-08,2,"PPL",254.8594,NA,"reported",2014-01-08 02:00:00
"242044",2014-01-08,3,"PPL",238.8672,NA,"reported",2014-01-08 03:00:00
"242045",2014-01-08,4,"PPL",225.1313,NA,"reported",2014-01-08 04:00:00
"242046",2014-01-08,5,"PPL",240.1348,NA,"reported",2014-01-08 05:00:00
"242047",2014-01-08,6,"PPL",321.5901,NA,"reported",2014-01-08 06:00:00
"242048",2014-01-08,7,"PPL",339.4144,NA,"reported",2014-01-08 07:00:00
"242049",2014-01-08,8,"PPL",713.0129,NA,"reported",2014-01-08 08:00:00
"242050",2014-01-08,9,"PPL",329.2046,NA,"reported",2014-01-08 09:00:00
"242051",2014-01-08,10,"PPL",299.728,NA,"reported",2014-01-08 10:00:00
"242052",2014-01-08,11,"PPL",243.0042,NA,"reported",2014-01-08 11:00:00
"242053",2014-01-08,12,"PPL",209.9112,NA,"reported",2014-01-08 12:00:00
"242054",2014-01-08,13,"PPL",218.2856,NA,"reported",2014-01-08 13:00:00
"242055",2014-01-08,14,"PPL",204.1026,NA,"reported",2014-01-08 14:00:00
"242056",2014-01-08,15,"PPL",196.8083,NA,"reported",2014-01-08 15:00:00
"242057",2014-01-08,16,"PPL",200.1334,NA,"reported",2014-01-08 16:00:00
"242058",2014-01-08,17,"PPL",215.1982,NA,"reported",2014-01-08 17:00:00
"242059",2014-01-08,18,"PPL",295.3739,NA,"reported",2014-01-08 18:00:00
"242060",2014-01-08,19,"PPL",288.8741,NA,"reported",2014-01-08 19:00:00
"242061",2014-01-08,20,"PPL",246.7732,NA,"reported",2014-01-08 20:00:00
"242062",2014-01-08,21,"PPL",230.3351,NA,"reported",2014-01-08 21:00:00
"242063",2014-01-08,22,"PPL",243.7253,NA,"reported",2014-01-08 22:00:00
"242064",2014-01-08,23,"PPL",197.3845,NA,"reported",2014-01-08 23:00:00
"242065",2014-01-09,0,"PPL",187.6283,NA,"reported",2014-01-09 00:00:00
"242066",2014-01-09,1,"PPL",61.2269,NA,"reported",2014-01-09 01:00:00
"242067",2014-01-09,2,"PPL",56.4384,NA,"reported",2014-01-09 02:00:00
"242068",2014-01-09,3,"PPL",54.1319,NA,"reported",2014-01-09 03:00:00
"242069",2014-01-09,4,"PPL",51.9282,NA,"reported",2014-01-09 04:00:00
"242070",2014-01-09,5,"PPL",57.1611,NA,"reported",2014-01-09 05:00:00
"242071",2014-01-09,6,"PPL",71.0242,NA,"reported",2014-01-09 06:00:00
"242072",2014-01-09,7,"PPL",106.4066,NA,"reported",2014-01-09 07:00:00
"242073",2014-01-09,8,"PPL",144.6389,NA,"reported",2014-01-09 08:00:00
"242074",2014-01-09,9,"PPL",126.8503,NA,"reported",2014-01-09 09:00:00
"242075",2014-01-09,10,"PPL",130.0896,NA,"reported",2014-01-09 10:00:00
"242076",2014-01-09,11,"PPL",101.734,NA,"reported",2014-01-09 11:00:00
"242077",2014-01-09,12,"PPL",97.9068,NA,"reported",2014-01-09 12:00:00
"242078",2014-01-09,13,"PPL",78.9244,NA,"reported",2014-01-09 13:00:00
"242079",2014-01-09,14,"PPL",74.1453,NA,"reported",2014-01-09 14:00:00
"242080",2014-01-09,15,"PPL",71.875,NA,"reported",2014-01-09 15:00:00
"242081",2014-01-09,16,"PPL",59.6068,NA,"reported",2014-01-09 16:00:00
"242082",2014-01-09,17,"PPL",74.1934,NA,"reported",2014-01-09 17:00:00
"242083",2014-01-09,18,"PPL",125.244,NA,"reported",2014-01-09 18:00:00
"242084",2014-01-09,19,"PPL",113.132,NA,"reported",2014-01-09 19:00:00
"242085",2014-01-09,20,"PPL",130.2449,NA,"reported",2014-01-09 20:00:00
"242086",2014-01-09,21,"PPL",100.6676,NA,"reported",2014-01-09 21:00:00
"242087",2014-01-09,22,"PPL",81.9838,NA,"reported",2014-01-09 22:00:00
"242088",2014-01-09,23,"PPL",54.6864,NA,"reported",2014-01-09 23:00:00
"242089",2014-01-10,0,"PPL",42.0469,NA,"reported",2014-01-10 00:00:00
"242090",2014-01-10,1,"PPL",33.5415,NA,"reported",2014-01-10 01:00:00
"242091",2014-01-10,2,"PPL",31.9173,NA,"reported",2014-01-10 02:00:00
"242092",2014-01-10,3,"PPL",32.0171,NA,"reported",2014-01-10 03:00:00
"242093",2014-01-10,4,"PPL",31.9962,NA,"reported",2014-01-10 04:00:00
"242094",2014-01-10,5,"PPL",31.3031,NA,"reported",2014-01-10 05:00:00
"242095",2014-01-10,6,"PPL",31.8921,NA,"reported",2014-01-10 06:00:00
"242096",2014-01-10,7,"PPL",41.2888,NA,"reported",2014-01-10 07:00:00
"242097",2014-01-10,8,"PPL",46.3991,NA,"reported",2014-01-10 08:00:00
"242098",2014-01-10,9,"PPL",44.646,NA,"reported",2014-01-10 09:00:00
"242099",2014-01-10,10,"PPL",46.1155,NA,"reported",2014-01-10 10:00:00
"242100",2014-01-10,11,"PPL",46.9442,NA,"reported",2014-01-10 11:00:00
"242101",2014-01-10,12,"PPL",43.9203,NA,"reported",2014-01-10 12:00:00
"242102",2014-01-10,13,"PPL",39.9626,NA,"reported",2014-01-10 13:00:00
"242103",2014-01-10,14,"PPL",35.9554,NA,"reported",2014-01-10 14:00:00
"242104",2014-01-10,15,"PPL",33.6699,NA,"reported",2014-01-10 15:00:00
"242105",2014-01-10,16,"PPL",33.2143,NA,"reported",2014-01-10 16:00:00
"242106",2014-01-10,17,"PPL",35.3854,NA,"reported",2014-01-10 17:00:00
"242107",2014-01-10,18,"PPL",49.77,NA,"reported",2014-01-10 18:00:00
"242108",2014-01-10,19,"PPL",45.2959,NA,"reported",2014-01-10 19:00:00
"242109",2014-01-10,20,"PPL",41.1103,NA,"reported",2014-01-10 20:00:00
"242110",2014-01-10,21,"PPL",37.095,NA,"reported",2014-01-10 21:00:00
"242111",2014-01-10,22,"PPL",32.6235,NA,"reported",2014-01-10 22:00:00
"242112",2014-01-10,23,"PPL",30.8675,NA,"reported",2014-01-10 23:00:00
