,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
NORTH-1566-2,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,293.44,295.50,295.50,186.54,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50
NORTH-1566-3,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,284.75,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50
NORTH-1566-4,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,274.53,187.63,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50
NORTH-1567-1,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25
NORTH-1567-2,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25
NORTH-1567-3,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,93.75,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25
NORTH-1567-4,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,93.75,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25
NORTH-1616-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH-1616-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH-1616-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH-1616-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH-1617-1,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
NORTH-1617-2,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
NORTH-1617-3,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
NORTH-1617-4,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00
NORTH-1618-1,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25
NORTH-1618-2,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25
NORTH-1618-3,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25
NORTH-1618-4,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25
NORTH-1619-1,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00
NORTH-1619-2,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00
NORTH-1619-3,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00
NORTH-1619-4,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00,23.00
NORTH-1620-1,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
NORTH-1620-2,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
NORTH-1620-3,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
NORTH-1620-4,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
NORTH-1621-1,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00
NORTH-1621-2,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00
NORTH-1621-3,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00
NORTH-1621-4,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00
NORTH-1622-1,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50
NORTH-1622-2,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50
NORTH-1622-3,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50
NORTH-1622-4,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50
NORTH-1623-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.25,30.25,30.25,30.25,30.25,30.25,30.25
NORTH-1623-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.25,30.25,30.25,30.25,30.25,30.25,30.25
NORTH-1623-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.25,30.25,30.25,30.25,30.25,30.25
NORTH-1623-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.25,30.25,30.25,30.25,30.25,30.25
NORTH-1624-1,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25
NORTH-1624-2,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25
NORTH-1624-3,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25
NORTH-1624-4,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25
NORTH-1625-1,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00
NORTH-1625-2,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00
NORTH-1625-3,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00
NORTH-1625-4,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00
NORTH-1626-1,0,30.00,30.00,30.00,30.00,0,18.00,0,18.00,18.00,0,30.00,30.00,30.00,0,15.10,30.00,30.00,30.00,0,30.00,30.00,30.00,30.00,18.00,0,0,30.00,0,30.00,30.00,30.00,30.00,0,18.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00
NORTH-1626-2,0,18.00,18.00,18.00,18.00,0,0,0,0,30.00,18.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,18.00,0,0,30.00,18.00,30.00,18.00,18.00,18.00,18.00,30.00,0,30.00,0,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,18.00
NORTH-1626-3,18.00,0,0,0,0,18.00,0,18.00,0,0,0,0,0,0,0,30.00,30.00,30.00,30.00,30.00,3.82,30.00,0,0,0,30.00,0,0,18.00,0,0,0,0,18.00,0,0,0,0,30.00,30.00,0,12.59,0,30.00,30.00,30.00,0,0
NORTH-1626-4,30.00,0,0,0,0,30.00,30.00,30.00,30.00,0,30.00,0,0,0,30.00,30.00,30.00,30.00,30.00,0,0,30.00,0,0,30.00,18.00,18.00,0,0,0,0,0,0,0,30.00,0,30.00,0,25.83,30.00,0,0,0,30.00,30.00,30.00,0,0
NORTH-1627-1,136.25,136.25,136.25,136.25,136.25,136.25,81.75,136.25,81.75,0,81.75,136.25,136.25,136.25,136.25,0,136.25,136.25,136.25,136.25,136.25,136.25,136.25,136.25,81.75,0,0,136.25,0,136.25,136.25,0,136.25,0,136.25,0,136.25,136.25,136.25,136.25,136.25,136.25,136.25,0,136.25,11.11,136.25,136.25
NORTH-1627-2,0,81.75,81.75,81.75,81.75,81.75,0,0,0,136.25,0,0,136.25,136.25,136.25,136.25,136.25,136.25,0,136.25,136.25,136.25,136.25,81.75,136.25,81.75,81.75,81.75,81.75,81.75,81.75,136.25,81.75,136.25,0,136.25,0,136.25,136.25,136.25,136.25,136.25,136.25,136.25,0,136.25,127.18,81.75
NORTH-1627-3,0,0,0,0,0,0,0,81.75,0,0,0,0,0,0,13.49,136.25,0,8.27,136.25,0,0,0,0,0,0,136.25,136.25,0,136.25,0,0,81.75,0,81.75,81.75,0,0,0,0,35.02,0,136.25,0,136.25,136.25,0,0,0
NORTH-1627-4,81.75,0,0,0,0,0,136.25,0,136.25,81.75,136.25,136.25,0,0,136.25,0,16.91,0,5.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.55,136.25,0,0,0,0,114.75,0,0,0,136.25,0,0
NORTH-1628-1,30.00,30.00,18.00,30.00,30.00,0,30.00,30.00,18.00,0,18.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,0,30.00,18.00,30.00,30.00,30.00,30.00,0,30.00,30.00,30.00,0,30.00,30.00,30.00,30.00,30.00,30.00,30.00,0,0,30.00,30.00,30.00
NORTH-1628-2,18.00,18.00,0,18.00,18.00,0,0,18.00,0,18.00,0,30.00,30.00,30.00,30.00,0,30.00,30.00,0,30.00,30.00,30.00,30.00,18.00,0,18.00,30.00,18.00,18.00,18.00,18.00,30.00,18.00,18.00,18.00,30.00,30.00,0,30.00,30.00,30.00,30.00,30.00,30.00,30.00,0,30.00,18.00
NORTH-1628-3,0,0,0,0,0,30.00,18.00,0,0,0,0,0,0,30.00,0,30.00,0,0,30.00,0,0,0,0,0,30.00,0,0,0,0,0,0,18.00,0,0,0,0,0,0,30.00,0,0,30.00,0,30.00,30.00,0,0,0
NORTH-1628-4,0,0,30.00,0,0,18.00,0,0,30.00,30.00,30.00,0,0,30.00,0,0,0,0,0,0,0,0,0,0,18.00,0,0,0,0,0,0,0,0,0,0,30.00,0,30.00,8.50,0,0,30.00,0,0,0,30.00,0,0
NORTH-1629-1,135.25,135.25,0,135.25,135.25,81.15,135.25,135.25,135.25,81.15,81.15,135.25,135.25,135.25,135.25,0,135.25,135.25,135.25,135.25,135.25,135.25,135.25,135.25,0,0,81.15,135.25,135.25,135.25,135.25,0,135.25,81.15,0,81.15,135.25,0,135.25,135.25,135.25,135.25,135.25,135.25,135.25,135.25,135.25,135.25
NORTH-1629-2,81.15,81.15,0,81.15,81.15,135.25,0,81.15,81.15,135.25,0,135.25,135.25,135.25,135.25,135.25,135.25,135.25,0,135.25,135.25,135.25,135.25,81.15,81.15,81.15,135.25,81.15,81.15,81.15,81.15,135.25,81.15,135.25,0,0,0,135.25,135.25,135.25,135.25,135.25,135.25,0,0,0,0,81.15
NORTH-1629-3,0,0,81.15,0,0,0,81.15,0,0,0,0,0,0,70.64,38.50,0,0,0,0,0,0,0,0,0,0,135.25,0,0,0,0,0,81.15,0,0,135.25,135.25,0,135.25,0,0,64.82,0,122.67,135.25,135.25,0,0,0
NORTH-1629-4,0,0,135.25,0,0,0,0,0,0,0,135.25,0,0,0,0,135.25,0,0,135.25,0,0,0,0,0,135.25,0,0,0,0,0,0,0,0,0,81.15,0,135.25,0,0,0,0,0,0,0,0,135.25,135.25,0
NORTH-1631-1,18.15,30.25,0,30.25,30.25,0,18.15,30.25,30.25,30.25,18.15,30.25,30.25,30.25,30.25,30.25,30.25,30.25,30.25,30.25,30.25,30.25,30.25,30.25,30.25,30.25,18.15,30.25,30.25,30.25,30.25,30.25,30.25,30.25,18.15,30.25,30.25,30.25,30.25,30.25,30.25,30.25,30.25,30.25,0,30.25,30.25,18.15
NORTH-1631-2,0,18.15,30.25,18.15,18.15,18.15,0,18.15,18.15,18.15,0,30.25,30.25,30.25,30.25,30.25,30.25,0,0,30.25,30.25,30.25,30.25,18.15,0,18.15,30.25,18.15,18.15,18.15,18.15,18.15,18.15,0,0,0,30.25,30.25,30.25,30.25,30.25,30.25,30.25,0,30.25,0,30.25,0
NORTH-1631-3,30.25,0,18.15,0,0,30.25,30.25,0,0,0,0,0,0,30.25,30.25,30.25,0,30.25,30.25,30.25,30.25,0,0,0,18.15,0,0,0,0,0,0,0,0,18.15,30.25,0,0,0,30.25,0,30.25,30.25,0,0,0,0,0,0
NORTH-1631-4,0,0,0,0,0,0,0,0,0,0,30.25,0,0,30.25,30.25,30.25,0,0,0,27.61,30.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.15,0,0,30.25,0,30.25,30.25,0,30.25,30.25,30.25,0,30.25
NORTH-1633-1,23.50,23.50,23.50,23.50,23.50,0,14.10,23.50,23.50,14.10,14.10,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,0,14.10,23.50,23.50,23.50,23.50,23.50,0,23.50,0,0,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,0,23.50,23.50
NORTH-1633-2,14.10,14.10,14.10,14.10,14.10,14.10,0,14.10,14.10,23.50,0,0,0,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,14.10,0,23.50,14.10,14.10,14.10,14.10,14.10,23.50,14.10,0,0,0,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,14.10
NORTH-1633-3,0,0,0,0,0,23.50,23.50,0,0,0,0,0,0,23.50,23.50,23.50,0,23.50,23.50,23.50,0,23.50,0,0,23.50,0,0,0,0,0,0,14.10,0,14.10,14.10,0,0,0,23.50,0,23.50,23.50,23.50,23.50,23.50,0,0,0
NORTH-1633-4,0,0,0,0,0,0,0,0,0,0,23.50,23.50,23.50,23.50,23.50,23.50,0,23.50,23.50,23.50,0,23.50,0,0,14.10,0,0,0,0,0,0,0,0,23.50,23.50,23.50,0,0,23.50,0,23.50,23.50,23.50,23.50,23.50,23.50,0,0
NORTH-1634-1,14.10,23.50,23.50,23.50,23.50,0,14.10,23.50,23.50,23.50,14.10,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,14.10,14.10,23.50,23.50,23.50,23.50,23.50,0,23.50,14.10,14.10,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,8.66,23.50,23.50,23.50,23.50
NORTH-1634-2,0,14.10,14.10,14.10,14.10,0,0,14.10,14.10,14.10,0,23.50,23.50,23.50,23.50,23.50,0,23.50,23.50,23.50,23.50,23.50,23.50,14.10,23.50,23.50,14.10,14.10,14.10,14.10,14.10,23.50,14.10,0,23.50,14.10,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,4.50,23.50,23.50,14.10
NORTH-1634-3,23.50,0,0,0,0,23.50,23.50,0,0,0,0,0,0,23.50,23.50,23.50,23.50,23.50,0,0,23.50,7.50,0,0,0,0,0,0,0,0,0,14.10,0,0,0,0,0,0,23.50,23.50,23.50,23.50,23.50,0,0,23.50,0,0
NORTH-1634-4,0,0,0,0,0,14.10,0,0,0,0,23.50,0,0,23.50,23.50,23.50,0,23.50,0,0,23.50,0,0,0,0,0,0,0,0,0,0,0,0,23.50,0,0,0,0,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,0,0
NORTH-1635-1,14.10,23.50,23.50,23.50,23.50,23.50,14.10,23.50,23.50,0,14.10,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,14.10,14.10,23.50,23.50,23.50,23.50,23.50,0,23.50,14.10,0,0,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50
NORTH-1635-2,23.50,14.10,14.10,14.10,14.10,0,0,14.10,14.10,14.10,0,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,14.10,0,0,0,14.10,14.10,14.10,14.10,23.50,14.10,0,23.50,0,0,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,14.10
NORTH-1635-3,0,0,0,0,0,0,23.50,0,0,0,0,0,0,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,0,0,23.50,0,0,0,0,0,0,14.10,0,0,14.10,23.50,0,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,0,0
