,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
NORTH-1586-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH-1586-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH-1586-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH-1566-1,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50
NORTH-1566-2,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50
NORTH-1566-3,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50
NORTH-1566-4,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50,295.50
NORTH-1567-1,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25
NORTH-1567-2,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25
NORTH-1567-3,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25
NORTH-1567-4,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25,156.25
NORTH-1616-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH-1616-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH-1616-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH-1616-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH-1617-1,0,0,0,0,0,0,0,0,0,0,0,0,7.00,7.00,7.00,7.00,7.00,7.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.00,7.00,7.00,0,0,0,4.20,7.00,7.00,0,0
NORTH-1617-2,0,0,0,0,0,0,0,0,0,0,0,0,0,7.00,7.00,7.00,0,4.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20,7.00,0,4.20,7.00,7.00,0,4.20,4.20,0,0
NORTH-1617-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20,0,7.00,0,0,0,0,0,0
NORTH-1617-4,0,0,0,0,0,0,0,0,0,0,0,0,4.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.00,0,4.20,7.00,0,0,0,0
NORTH-1618-1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,4.25,4.25,4.25,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,4.25,4.25,4.25,0,0,4.25,4.25,4.25,0,0
NORTH-1618-2,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,4.25,4.25,0,2.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,4.25,0,0,4.25,4.25,2.55,0,2.55,0,0
NORTH-1618-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,2.55,0,0,0,2.55,0,0,0
NORTH-1618-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,2.55,0,0,0,0,0
NORTH-1619-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.00,23.00,23.00,23.00,23.00,23.00,23.00,13.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.00,23.00,13.80,13.80,23.00,0,23.00,23.00,23.00,0,0
NORTH-1619-2,0,0,0,0,0,0,0,0,0,0,0,0,23.00,0,23.00,0,13.80,13.80,13.80,13.80,13.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.80,23.00,0,23.00,23.00,23.00,13.80,13.80,13.80,0,0
NORTH-1619-3,0,0,0,0,0,0,0,0,0,0,0,0,22.81,23.00,0,0,0,0,0,0,0,23.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH-1619-4,0,0,0,0,0,0,0,0,0,0,0,0,0,23.00,0,23.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.00,0,0,13.80,0,0,0,0,0
NORTH-1620-1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00,3.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00,3.00,0,0,0,3.00,3.00,3.00,0,0
NORTH-1620-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00,3.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00,1.80,0,3.00,3.00,1.80,1.80,1.80,0,0
NORTH-1620-3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80,0,0,0,0,0,0,0
NORTH-1620-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00,3.00,1.80,0,0,0,0,0
NORTH-1621-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.00,11.00,11.00,11.00,11.00,11.00,11.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.00,11.00,6.60,11.00,11.00,0,11.00,11.00,11.00,0,0
NORTH-1621-2,0,0,0,0,0,0,0,0,0,0,0,0,6.60,11.00,11.00,0,0,6.60,6.60,6.60,6.60,11.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.60,11.00,11.00,0,11.00,11.00,6.60,6.60,6.60,0,0
NORTH-1621-3,0,0,0,0,0,0,0,0,0,0,0,0,11.00,11.00,0,11.00,6.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.60,0,0,0,0,0,0,0
NORTH-1621-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.60,0,0,0,0,0
NORTH-1622-1,0,0,0,0,0,0,0,0,0,0,0,0,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,10.50,6.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.50,10.50,6.30,10.50,0,0,10.50,10.50,10.50,0,0
NORTH-1622-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.50,10.50,0,6.30,6.30,6.30,6.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.30,10.50,10.50,0,10.50,10.50,6.30,6.30,6.30,0,0
NORTH-1622-3,0,0,0,0,0,0,0,0,0,0,0,0,10.50,10.50,0,0,6.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH-1622-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.30,10.50,6.30,0,0,0,0,0
NORTH-1623-1,0,0,0,0,0,0,0,0,0,0,0,30.25,30.25,0,0,30.25,30.25,30.25,30.25,0,30.25,30.25,18.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.25,30.25,0,30.25,30.25,30.25,30.25,30.25,30.25,30.25,30.25
NORTH-1623-2,0,0,0,0,0,0,0,0,0,0,0,30.25,30.25,0,0,30.25,30.25,30.25,30.25,30.25,30.25,30.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.25,30.25,0,30.25,30.25,30.25,30.25,30.25,30.25,30.25,30.25
NORTH-1623-3,0,0,0,0,0,0,0,0,0,0,0,0,30.25,30.25,30.25,30.25,30.25,30.25,30.25,30.25,30.25,18.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.25,0,30.25,30.25,30.25,30.25,30.25,30.25,0
NORTH-1623-4,0,0,0,0,0,0,0,0,0,0,0,0,30.25,30.25,30.25,30.25,30.25,30.25,30.25,0,30.25,30.25,30.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.25,0,30.25,30.25,30.25,30.25,30.25,30.25,0
NORTH-1624-1,0,0,0,0,0,0,0,0,0,0,0,0,0,44.25,0,26.55,44.25,44.25,44.25,44.25,44.25,26.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.25,26.55,26.55,44.25,0,0,0,0,0,0
NORTH-1624-2,0,0,0,0,0,0,0,0,0,0,0,0,26.55,0,0,0,26.55,26.55,26.55,26.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.55,0,0,44.25,44.25,0,0,0,0,0
NORTH-1624-3,0,0,0,0,0,0,0,0,0,0,0,0,44.25,44.25,44.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.25,44.25,0,0,0,0,0,0,0
NORTH-1624-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.25,44.25,0,0,0,0,26.55,44.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.55,0,0,0,0,0
NORTH-1625-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.00,0,0,30.00,30.00,30.00,0,0
NORTH-1625-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.00,30.00,30.00,18.00,18.00,18.00,0,0
NORTH-1625-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH-1625-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.00,18.00,0,0,0,0,0
NORTH-1626-1,0,0,0,0,0,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,0,30.00,30.00,30.00,30.00,30.00,30.00,18.00,0,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,0
NORTH-1626-2,30.00,0,30.00,18.00,0,18.00,18.00,18.00,18.00,18.00,18.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,18.00,18.00,18.00,18.00,18.00,18.00,30.00,30.00,18.00,0,18.00,18.00,18.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,18.00,0
NORTH-1626-3,18.00,30.00,18.00,0,30.00,0,0,0,0,0,0,0,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,0,0,0,0,0,0,0,0,18.00,0,18.00,0,0,0,0,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,0,0
NORTH-1626-4,0,18.00,0,30.00,18.00,0,0,0,0,0,0,0,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,18.00,0,0
NORTH-1627-1,136.25,136.25,136.25,136.25,81.75,136.25,136.25,136.25,136.25,136.25,136.25,136.25,0,136.25,136.25,136.25,136.25,136.25,136.25,136.25,136.25,20.50,136.25,136.25,136.25,136.25,136.25,136.25,136.25,136.25,0,81.75,136.25,136.25,136.25,136.25,136.25,136.25,136.25,136.25,136.25,136.25,136.25,136.25,136.25,136.25,136.25,136.25
NORTH-1627-2,0,0,0,81.75,136.25,81.75,81.75,81.75,81.75,81.75,81.75,136.25,0,136.25,136.25,136.25,136.25,136.25,136.25,136.25,136.25,136.25,81.88,81.75,81.75,81.75,81.75,81.75,81.75,0,0,0,0,81.75,81.75,81.75,136.25,136.25,136.25,136.25,136.25,136.25,136.25,136.25,136.25,136.25,136.25,81.75
NORTH-1627-3,81.75,0,81.75,0,0,0,0,0,0,0,0,0,136.25,136.25,136.25,136.25,136.25,136.25,136.25,136.25,136.25,136.25,0,0,0,0,0,0,0,0,136.25,136.25,81.75,0,0,0,0,136.25,136.25,136.25,136.25,136.25,136.25,136.25,136.25,136.25,0,0
NORTH-1627-4,0,81.75,0,0,0,0,0,0,0,0,0,40.05,136.25,136.25,136.25,136.25,136.25,136.25,136.25,136.25,136.25,0,0,0,0,0,0,0,0,81.75,81.75,0,0,0,0,0,0,136.25,136.25,136.25,136.25,136.25,136.25,136.25,136.25,136.25,0,0
NORTH-1628-1,18.00,0,18.00,18.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,18.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,0,0,0,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,0
NORTH-1628-2,30.00,30.00,30.00,0,18.00,18.00,18.00,18.00,18.00,18.00,18.00,30.00,30.00,30.00,30.00,30.00,0,30.00,30.00,30.00,30.00,30.00,0,18.00,18.00,18.00,18.00,18.00,18.00,18.00,18.00,18.00,0,18.00,18.00,18.00,30.00,30.00,30.00,0,30.00,30.00,30.00,30.00,30.00,18.00,18.00,0
NORTH-1628-3,0,0,0,0,0,0,0,0,0,0,0,30.00,30.00,30.00,30.00,0,30.00,0,30.00,30.00,30.00,30.00,0,0,0,0,0,0,0,30.00,0,30.00,18.00,0,0,0,0,0,30.00,0,30.00,30.00,30.00,30.00,30.00,30.00,0,0
NORTH-1628-4,0,18.00,0,30.00,0,0,0,0,0,0,0,30.00,30.00,30.00,30.00,0,0,0,30.00,30.00,30.00,30.00,30.00,0,0,0,0,0,0,0,30.00,0,0,0,0,0,0,0,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,0,0
NORTH-1629-1,0,135.25,135.25,81.15,135.25,135.25,135.25,135.25,135.25,135.25,135.25,0,135.25,135.25,135.25,135.25,135.25,135.25,135.25,135.25,79.00,135.25,135.25,135.25,135.25,135.25,135.25,135.25,135.25,0,81.15,81.15,135.25,135.25,135.25,135.25,135.25,135.25,135.25,135.25,135.25,135.25,0,135.25,135.25,135.25,135.25,88.11
NORTH-1629-2,135.25,0,0,0,81.15,81.15,81.15,81.15,81.15,81.15,81.15,135.25,38.12,67.14,49.99,135.25,21.76,135.25,135.25,135.25,0,135.25,0,81.15,81.15,81.15,81.15,81.15,81.15,0,135.25,0,81.15,81.15,81.15,81.15,135.25,135.25,135.25,135.25,0,135.25,135.25,135.25,135.25,135.25,119.48,0
NORTH-1629-3,0,0,81.15,0,0,0,0,0,0,0,0,0,135.25,0,135.25,79.75,135.25,135.25,79.00,79.00,135.25,135.25,0,0,0,0,0,0,0,81.15,0,0,0,0,0,0,0,120.00,135.25,32.25,0,135.25,76.47,18.50,0,135.25,0,0
NORTH-1629-4,81.15,81.15,0,135.25,0,0,0,0,0,0,0,135.25,0,135.25,135.25,135.25,135.25,73.25,0,0,135.25,135.25,135.25,0,0,0,0,0,0,135.25,0,135.25,0,0,0,0,0,0,7.28,135.25,135.25,135.25,135.25,0,0,14.75,0,135.25
NORTH-1631-1,0,0,0,18.15,30.25,30.25,30.25,30.25,30.25,30.25,30.25,30.25,30.25,30.25,30.25,0,30.25,30.25,30.25,30.25,30.25,30.25,30.25,30.25,30.25,30.25,30.25,30.25,30.25,0,18.15,18.15,30.25,0,30.25,30.25,30.25,30.25,30.25,0,30.25,0,30.25,30.25,30.25,30.25,30.25,30.25
NORTH-1631-2,0,30.25,30.25,0,18.15,18.15,18.15,18.15,18.15,18.15,18.15,0,30.25,30.25,0,0,30.25,30.25,0,30.25,0,30.25,0,18.15,18.15,18.15,18.15,18.15,18.15,30.25,0,0,18.15,0,18.15,18.15,30.25,30.25,30.25,0,30.25,30.25,30.25,30.25,30.25,0,30.25,18.15
NORTH-1631-3,30.25,18.15,18.15,0,0,0,0,0,0,0,0,30.25,30.25,30.25,30.25,30.25,0,0,0,0,30.25,30.25,30.25,0,0,0,0,0,0,18.15,0,0,0,18.15,0,0,30.25,0,30.25,30.25,30.25,30.25,30.25,30.25,0,30.25,0,0
NORTH-1631-4,18.15,0,0,30.25,0,0,0,0,0,0,0,0,30.25,30.25,0,30.25,0,0,30.25,0,0,30.25,0,0,0,0,0,0,0,0,30.25,30.25,0,30.25,0,0,18.15,0,30.25,30.25,30.25,0,30.25,30.25,0,0,0,0
NORTH-1633-1,23.50,23.50,23.50,23.50,0,23.50,23.50,23.50,23.50,23.50,23.50,0,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,0,0,14.10,23.50,23.50,23.50,23.50,23.50,0,14.10,23.50,0,23.50,23.50,23.50,23.50,23.50,23.50,0,23.50,0,23.50,23.50,23.50,23.50,23.50,0
NORTH-1633-2,14.10,0,0,0,23.50,14.10,14.10,14.10,14.10,14.10,14.10,23.50,23.50,23.50,0,0,0,23.50,23.50,23.50,23.50,0,23.50,23.50,14.10,14.10,14.10,14.10,14.10,0,23.50,0,23.50,14.10,14.10,14.10,23.50,23.50,23.50,0,23.50,23.50,23.50,23.50,23.50,23.50,14.10,0
NORTH-1633-3,0,14.10,14.10,0,0,0,0,0,0,0,0,23.50,23.50,23.50,23.50,23.50,23.50,0,23.50,23.50,0,23.50,14.10,0,0,0,0,0,0,14.10,0,14.10,14.10,0,0,0,23.50,0,0,23.50,23.50,0,23.50,0,23.50,0,0,0
NORTH-1633-4,0,0,0,14.10,14.10,0,0,0,0,0,0,0,23.50,23.50,0,0,0,0,23.50,23.50,0,23.50,0,0,0,0,0,0,0,23.50,0,0,0,0,0,0,7.28,0,0,23.50,23.50,23.50,23.50,0,23.50,0,0,0
NORTH-1634-1,23.50,14.10,14.10,0,0,23.50,14.10,23.50,23.50,23.50,23.50,14.10,0,23.50,23.50,23.50,23.50,23.50,0,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,0,14.10,0,14.10,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,0,23.50,23.50,23.50,23.50,0
NORTH-1634-2,14.10,23.50,23.50,0,23.50,14.10,0,14.10,14.10,14.10,14.10,0,0,23.50,23.50,23.50,0,23.50,0,23.50,0,23.50,0,14.10,14.10,14.10,14.10,14.10,14.10,0,0,0,0,14.10,14.10,0,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,14.10,0
NORTH-1634-3,0,0,0,14.10,14.10,0,0,0,0,0,0,23.50,23.50,23.50,23.50,0,23.50,0,23.50,0,0,0,14.10,0,0,0,0,0,0,14.10,0,14.10,0,0,0,14.10,0,0,0,23.50,23.50,23.50,0,23.50,23.50,0,0,0
NORTH-1634-4,0,0,0,23.50,0,0,23.50,0,0,0,0,0,23.50,23.50,23.50,0,0,0,23.50,0,23.50,0,0,0,0,0,0,0,0,23.50,23.50,23.50,23.50,0,0,0,0,0,0,23.50,23.50,13.59,23.50,23.50,8.50,0,0,0
NORTH-1635-1,23.50,14.10,23.50,0,14.10,23.50,14.10,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,23.50,0,14.10,0,23.50,23.50,14.10,23.50,23.50,23.50,23.50,23.50,23.50,0,23.50,23.50,23.50,23.50,0
NORTH-1635-2,14.10,23.50,0,14.10,23.50,14.10,0,14.10,14.10,14.10,14.10,0,23.50,0,23.50,0,0,23.50,23.50,23.50,23.50,23.50,23.50,14.10,14.10,14.10,14.10,14.10,14.10,0,14.10,0,23.50,14.10,14.10,0,23.50,23.50,23.50,0,23.50,23.50,23.50,23.50,23.50,23.50,14.10,0
NORTH-1635-3,0,0,14.10,0,0,0,0,0,0,0,0,0,23.50,23.50,23.50,23.50,23.50,0,0,0,23.50,23.50,0,0,0,0,0,0,0,14.10,23.50,0,0,0,0,23.50,0,0,0,23.50,23.50,23.50,0,0,23.50,0,0,0
NORTH-1635-4,0,0,0,23.50,0,0,23.50,0,0,0,0,23.50,23.50,0,23.50,0,0,0,0,0,23.50,23.50,0,0,0,0,0,0,0,0,0,23.50,14.10,0,0,0,0,0,0,0,8.62,23.50,23.50,0,23.50,0,0,0
NORTH-1849-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH-1849-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH-1849-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH-1849-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH-1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH-1-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH-1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH-1-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH-2-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH-2-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH-2-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH-2-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH-3-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH-3-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH-3-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH-3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH-4-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
