Gen_Index,timepoint,Committed,Started,Shut,TimeOn,TimeOff,Held as Reserves (MW)
1583,41,1.0,0.0,-0.0,6.0,0.0,210.00
1583,42,1.0,-0.0,-0.0,7.0,0.0,210.00
1583,43,1.0,-0.0,-0.0,8.0,0.0,210.00
1583,44,1.0,-0.0,-0.0,9.0,0.0,210.00
1583,45,1.0,0.0,-0.0,10.0,0.0,210.00
1583,46,1.0,0.0,-0.0,11.0,0.0,210.00
1583,47,1.0,-0.0,0.0,12.0,0.0,89.00
1583,48,1.0,0.0,-0.0,13.0,0.0,210.00
1586,1,1.0,0.0,0.0,5.0,0.0,458.50
1586,2,1.0,0.0,0.0,6.0,0.0,458.50
1586,3,1.0,0.0,0.0,7.0,0.0,458.50
1586,4,1.0,0.0,0.0,8.0,0.0,458.50
1586,5,1.0,0.0,0.0,9.0,0.0,301.65
1586,6,1.0,0.0,0.0,10.0,0.0,458.50
1586,7,1.0,0.0,0.0,11.0,0.0,264.38
1586,8,1.0,0.0,0.0,12.0,0.0,274.38
1586,9,1.0,0.0,0.0,13.0,0.0,428.75
1586,10,1.0,0.0,0.0,14.0,0.0,421.25
1586,11,1.0,0.0,0.0,15.0,0.0,180.88
1586,12,1.0,0.0,0.0,16.0,0.0,277.55
1586,13,1.0,0.0,0.0,17.0,0.0,428.82
1586,14,1.0,0.0,0.0,18.0,0.0,458.50
1586,15,1.0,0.0,0.0,19.0,0.0,458.50
1586,16,1.0,0.0,0.0,20.0,0.0,458.50
1586,17,1.0,0.0,0.0,21.0,0.0,458.50
1586,18,1.0,-0.0,-0.0,22.0,0.0,458.50
1586,19,1.0,-0.0,-0.0,23.0,0.0,458.50
1586,20,1.0,-0.0,-0.0,24.0,0.0,458.50
1586,21,1.0,-0.0,-0.0,25.0,0.0,458.50
1586,22,1.0,-0.0,-0.0,26.0,0.0,458.50
1586,23,1.0,-0.0,0.0,27.0,0.0,373.60
1586,24,1.0,-0.0,0.0,28.0,0.0,458.50
1586,25,1.0,-0.0,-0.0,29.0,0.0,458.50
1586,26,1.0,0.0,-0.0,30.0,0.0,458.50
1586,27,1.0,0.0,-0.0,31.0,0.0,458.50
1586,28,1.0,0.0,-0.0,32.0,0.0,458.50
1586,29,1.0,0.0,-0.0,33.0,0.0,258.50
1586,30,1.0,0.0,0.0,34.0,0.0,458.50
1586,31,1.0,-0.0,-0.0,35.0,0.0,258.50
1586,32,1.0,-0.0,0.0,36.0,0.0,458.50
1586,33,1.0,-0.0,-0.0,37.0,0.0,458.50
1586,34,1.0,-0.0,0.0,38.0,0.0,458.50
1586,35,1.0,-0.0,0.0,39.0,0.0,352.46
1586,36,1.0,0.0,-0.0,40.0,0.0,458.50
1586,37,1.0,0.0,-0.0,41.0,0.0,458.50
1586,38,1.0,-0.0,-0.0,42.0,0.0,458.50
1586,39,1.0,0.0,-0.0,43.0,0.0,458.50
1586,40,1.0,-0.0,-0.0,44.0,0.0,458.50
1586,41,1.0,-0.0,-0.0,45.0,0.0,432.51
1586,42,1.0,-0.0,-0.0,46.0,0.0,232.51
1586,43,1.0,-0.0,-0.0,47.0,0.0,432.51
1586,44,1.0,-0.0,-0.0,48.0,0.0,458.50
1586,45,1.0,-0.0,-0.0,49.0,0.0,458.50
1586,46,1.0,-0.0,-0.0,50.0,0.0,458.50
1586,47,1.0,-0.0,-0.0,51.0,0.0,448.50
1586,48,1.0,0.0,-0.0,52.0,0.0,458.50
1566,1,1.0,0.0,0.0,201.0,0.0,0
1566,2,1.0,-0.0,-0.0,202.0,0.0,0
1566,3,1.0,-0.0,-0.0,203.0,0.0,0
1566,4,1.0,-0.0,-0.0,204.0,0.0,0
1566,5,1.0,-0.0,-0.0,205.0,0.0,0
1566,6,1.0,-0.0,-0.0,206.0,0.0,0
1566,7,1.0,-0.0,-0.0,207.0,0.0,0
1566,8,1.0,-0.0,-0.0,208.0,0.0,0
1566,9,1.0,-0.0,-0.0,209.0,0.0,0
1566,10,1.0,-0.0,-0.0,210.0,0.0,0
1566,11,1.0,-0.0,-0.0,211.0,0.0,0
1566,12,1.0,-0.0,-0.0,212.0,0.0,0
1566,13,1.0,-0.0,-0.0,213.0,0.0,0
1566,14,1.0,-0.0,-0.0,214.0,0.0,0
1566,15,1.0,-0.0,-0.0,215.0,0.0,0
1566,16,1.0,-0.0,-0.0,216.0,0.0,0
1566,17,1.0,-0.0,-0.0,217.0,0.0,0
1566,18,1.0,-0.0,-0.0,218.0,0.0,0
1566,19,1.0,-0.0,-0.0,219.0,0.0,0
1566,20,1.0,-0.0,-0.0,220.0,0.0,0
1566,21,1.0,-0.0,-0.0,221.0,0.0,0
1566,22,1.0,-0.0,-0.0,222.0,0.0,0
1566,23,1.0,-0.0,-0.0,223.0,0.0,0
1566,24,1.0,-0.0,-0.0,224.0,0.0,0
1566,25,1.0,-0.0,-0.0,225.0,0.0,0
1566,26,1.0,-0.0,-0.0,226.0,0.0,0
1566,27,1.0,-0.0,-0.0,227.0,0.0,0
1566,28,1.0,-0.0,-0.0,228.0,0.0,0
1566,29,1.0,-0.0,-0.0,229.0,0.0,0
1566,30,1.0,-0.0,-0.0,230.0,0.0,0
1566,31,1.0,-0.0,-0.0,231.0,0.0,0
1566,32,1.0,-0.0,-0.0,232.0,0.0,0
1566,33,1.0,-0.0,-0.0,233.0,0.0,0
1566,34,1.0,-0.0,-0.0,234.0,0.0,0
1566,35,1.0,-0.0,-0.0,235.0,0.0,0
1566,36,1.0,-0.0,-0.0,236.0,0.0,0
1566,37,1.0,-0.0,-0.0,237.0,0.0,0
1566,38,1.0,-0.0,-0.0,238.0,0.0,0
1566,39,1.0,-0.0,-0.0,239.0,0.0,0
1566,40,1.0,-0.0,-0.0,240.0,0.0,0
1566,41,1.0,-0.0,-0.0,241.0,0.0,0
1566,42,1.0,-0.0,-0.0,242.0,0.0,0
1566,43,1.0,-0.0,-0.0,243.0,0.0,0
1566,44,1.0,-0.0,-0.0,244.0,0.0,0
1566,45,1.0,-0.0,-0.0,245.0,0.0,0
1566,46,1.0,-0.0,-0.0,246.0,0.0,0
1566,47,1.0,-0.0,-0.0,247.0,0.0,0
1566,48,1.0,-0.0,-0.0,248.0,0.0,0
1567,1,1.0,0.0,0.0,201.0,0.0,0
1567,2,1.0,-0.0,-0.0,202.0,0.0,0
1567,3,1.0,-0.0,-0.0,203.0,0.0,0
1567,4,1.0,-0.0,-0.0,204.0,0.0,0
1567,5,1.0,-0.0,-0.0,205.0,0.0,0
1567,6,1.0,-0.0,-0.0,206.0,0.0,0
1567,7,1.0,-0.0,-0.0,207.0,0.0,0
1567,8,1.0,-0.0,-0.0,208.0,0.0,0
1567,9,1.0,-0.0,-0.0,209.0,0.0,0
1567,10,1.0,-0.0,-0.0,210.0,0.0,0
1567,11,1.0,-0.0,-0.0,211.0,0.0,0
1567,12,1.0,-0.0,-0.0,212.0,0.0,0
1567,13,1.0,-0.0,-0.0,213.0,0.0,0
1567,14,1.0,-0.0,-0.0,214.0,0.0,0
1567,15,1.0,-0.0,-0.0,215.0,0.0,0
1567,16,1.0,-0.0,-0.0,216.0,0.0,0
1567,17,1.0,-0.0,-0.0,217.0,0.0,0
1567,18,1.0,-0.0,-0.0,218.0,0.0,0
1567,19,1.0,-0.0,-0.0,219.0,0.0,0
1567,20,1.0,-0.0,-0.0,220.0,0.0,0
1567,21,1.0,-0.0,-0.0,221.0,0.0,0
1567,22,1.0,-0.0,-0.0,222.0,0.0,0
1567,23,1.0,-0.0,-0.0,223.0,0.0,0
1567,24,1.0,-0.0,-0.0,224.0,0.0,0
1567,25,1.0,-0.0,-0.0,225.0,0.0,0
1567,26,1.0,-0.0,-0.0,226.0,0.0,0
1567,27,1.0,-0.0,-0.0,227.0,0.0,0
1567,28,1.0,-0.0,-0.0,228.0,0.0,0
1567,29,1.0,-0.0,-0.0,229.0,0.0,0
1567,30,1.0,-0.0,-0.0,230.0,0.0,0
1567,31,1.0,-0.0,-0.0,231.0,0.0,0
1567,32,1.0,-0.0,-0.0,232.0,0.0,0
1567,33,1.0,-0.0,-0.0,233.0,0.0,0
1567,34,1.0,-0.0,-0.0,234.0,0.0,0
1567,35,1.0,-0.0,-0.0,235.0,0.0,0
1567,36,1.0,-0.0,-0.0,236.0,0.0,0
1567,37,1.0,-0.0,-0.0,237.0,0.0,0
1567,38,1.0,-0.0,-0.0,238.0,0.0,0
1567,39,1.0,-0.0,-0.0,239.0,0.0,0
1567,40,1.0,-0.0,-0.0,240.0,0.0,0
1567,41,1.0,-0.0,-0.0,241.0,0.0,0
1567,42,1.0,-0.0,-0.0,242.0,0.0,0
1567,43,1.0,-0.0,-0.0,243.0,0.0,0
1567,44,1.0,-0.0,-0.0,244.0,0.0,0
1567,45,1.0,-0.0,-0.0,245.0,0.0,0
1567,46,1.0,-0.0,-0.0,246.0,0.0,0
1567,47,1.0,-0.0,-0.0,247.0,0.0,0
1567,48,1.0,-0.0,-0.0,248.0,0.0,0
1616,1,-0.0,0.0,1.0,-0.0,1.0,0
1616,2,-0.0,-0.0,-0.0,-0.0,2.0,0
1616,3,-0.0,-0.0,-0.0,-0.0,3.0,0
1616,4,-0.0,-0.0,-0.0,-0.0,4.0,0
1616,5,-0.0,-0.0,-0.0,-0.0,5.0,0
1616,6,-0.0,-0.0,-0.0,-0.0,6.0,0
1616,7,-0.0,-0.0,-0.0,-0.0,7.0,0
1616,8,-0.0,-0.0,-0.0,-0.0,8.0,0
1616,9,0.0,-0.0,-0.0,0.0,9.0,0
1616,10,-0.0,-0.0,-0.0,0.0,10.0,0
1616,11,-0.0,-0.0,-0.0,0.0,11.0,0
1616,12,0.0,-0.0,0.0,0.0,12.0,0
1616,13,0.0,-0.0,-0.0,0.0,13.0,0
1616,14,-0.0,-0.0,-0.0,0.0,14.0,0
1616,15,0.0,-0.0,-0.0,0.0,15.0,0
1616,16,-0.0,-0.0,0.0,0.0,16.0,0
1616,17,0.0,-0.0,-0.0,0.0,17.0,0
1616,18,-0.0,-0.0,-0.0,0.0,18.0,0
1616,19,0.0,-0.0,0.0,0.0,19.0,0
1616,20,0.0,-0.0,-0.0,0.0,20.0,0
1616,21,0.0,-0.0,-0.0,0.0,21.0,0
1616,22,-0.0,-0.0,-0.0,0.0,22.0,0
1616,23,-0.0,-0.0,0.0,0.0,23.0,0
1616,24,-0.0,-0.0,-0.0,0.0,24.0,0
1616,25,-0.0,-0.0,-0.0,0.0,25.0,0
1616,26,-0.0,-0.0,-0.0,0.0,26.0,0
1616,27,-0.0,-0.0,-0.0,0.0,27.0,0
1616,28,-0.0,-0.0,-0.0,0.0,28.0,0
1616,29,-0.0,-0.0,-0.0,0.0,29.0,0
1616,30,0.0,-0.0,-0.0,0.0,30.0,0
1616,31,-0.0,-0.0,-0.0,0.0,31.0,0
1616,32,-0.0,-0.0,-0.0,0.0,32.0,0
1616,33,-0.0,-0.0,-0.0,0.0,33.0,0
1616,34,-0.0,-0.0,-0.0,0.0,34.0,0
1616,35,0.0,-0.0,-0.0,0.0,35.0,0
1616,36,0.0,-0.0,-0.0,0.0,36.0,0
1616,37,-0.0,-0.0,-0.0,0.0,37.0,0
1616,38,0.0,-0.0,-0.0,0.0,38.0,0
1616,39,0.0,-0.0,-0.0,0.0,39.0,0
1616,40,0.0,-0.0,-0.0,0.0,40.0,0
1616,41,0.0,-0.0,-0.0,0.0,41.0,0
1616,42,-0.0,0.0,-0.0,0.0,42.0,0
1616,43,0.0,-0.0,0.0,0.0,43.0,0
1616,44,0.0,-0.0,0.0,0.0,44.0,0
1616,45,0.0,-0.0,-0.0,0.0,45.0,0
1616,46,-0.0,-0.0,-0.0,0.0,46.0,0
1616,47,-0.0,-0.0,0.0,0.0,47.0,0
1616,48,0.0,-0.0,-0.0,0.0,48.0,0
1617,1,-0.0,0.0,1.0,-0.0,1.0,0
1617,2,-0.0,-0.0,-0.0,-0.0,2.0,0
1617,3,-0.0,-0.0,-0.0,-0.0,3.0,0
1617,4,-0.0,-0.0,-0.0,-0.0,4.0,0
1617,5,-0.0,-0.0,-0.0,-0.0,5.0,0
1617,6,-0.0,-0.0,-0.0,-0.0,6.0,0
1617,7,-0.0,-0.0,-0.0,-0.0,7.0,0
1617,8,-0.0,-0.0,-0.0,-0.0,8.0,0
1617,9,0.0,-0.0,-0.0,0.0,9.0,0
1617,10,0.0,-0.0,-0.0,0.0,10.0,0
1617,11,0.0,-0.0,-0.0,0.0,11.0,0
1617,12,0.0,-0.0,-0.0,0.0,12.0,0
1617,13,1.0,1.0,-0.0,1.0,0.0,14.00
1617,14,1.0,-0.0,-0.0,2.0,0.0,14.00
1617,15,1.0,-0.0,-0.0,3.0,0.0,14.00
1617,16,1.0,-0.0,0.0,4.0,0.0,14.00
1617,17,1.0,-0.0,-0.0,5.0,0.0,14.00
1617,18,1.0,-0.0,-0.0,6.0,0.0,14.00
1617,19,0.0,-0.0,1.0,0.0,1.0,0
1617,20,0.0,-0.0,-0.0,0.0,2.0,0
1617,21,0.0,-0.0,-0.0,0.0,3.0,0
1617,22,0.0,-0.0,-0.0,0.0,4.0,0
1617,23,0.0,-0.0,0.0,0.0,5.0,0
1617,24,-0.0,-0.0,-0.0,0.0,6.0,0
1617,25,-0.0,-0.0,-0.0,0.0,7.0,0
1617,26,-0.0,-0.0,-0.0,0.0,8.0,0
1617,27,-0.0,-0.0,-0.0,0.0,9.0,0
1617,28,-0.0,-0.0,-0.0,0.0,10.0,0
1617,29,-0.0,-0.0,-0.0,0.0,11.0,0
1617,30,0.0,-0.0,-0.0,0.0,12.0,0
1617,31,-0.0,-0.0,-0.0,0.0,13.0,0
1617,32,-0.0,-0.0,-0.0,0.0,14.0,0
1617,33,-0.0,-0.0,-0.0,0.0,15.0,0
1617,34,-0.0,-0.0,-0.0,0.0,16.0,0
1617,35,0.0,-0.0,-0.0,0.0,17.0,0
1617,36,0.0,-0.0,-0.0,0.0,18.0,0
1617,37,-0.0,-0.0,-0.0,0.0,19.0,0
1617,38,1.0,1.0,-0.0,1.0,0.0,14.00
1617,39,1.0,0.0,-0.0,2.0,0.0,14.00
1617,40,1.0,-0.0,-0.0,3.0,0.0,14.00
1617,41,1.0,-0.0,-0.0,4.0,0.0,14.00
1617,42,1.0,0.0,-0.0,5.0,0.0,14.00
1617,43,1.0,-0.0,0.0,6.0,0.0,14.00
1617,44,1.0,-0.0,-0.0,7.0,0.0,14.00
1617,45,1.0,-0.0,-0.0,8.0,0.0,14.00
1617,46,1.0,-0.0,-0.0,9.0,0.0,14.00
1617,47,0.0,-0.0,1.0,0.0,1.0,0
1617,48,0.0,-0.0,-0.0,0.0,2.0,0
1618,1,0.0,0.0,1.0,0.0,1.0,0
1618,2,0.0,-0.0,-0.0,0.0,2.0,0
1618,3,0.0,-0.0,-0.0,0.0,3.0,0
1618,4,0.0,-0.0,-0.0,0.0,4.0,0
1618,5,0.0,-0.0,-0.0,0.0,5.0,0
1618,6,0.0,-0.0,-0.0,0.0,6.0,0
1618,7,0.0,-0.0,-0.0,0.0,7.0,0
1618,8,0.0,-0.0,-0.0,0.0,8.0,0
1618,9,0.0,-0.0,-0.0,0.0,9.0,0
1618,10,0.0,-0.0,0.0,0.0,10.0,0
1618,11,0.0,-0.0,-0.0,0.0,11.0,0
1618,12,0.0,-0.0,-0.0,0.0,12.0,0
1618,13,-0.0,0.0,-0.0,0.0,13.0,0
1618,14,1.0,1.0,-0.0,1.0,0.0,8.50
1618,15,1.0,-0.0,-0.0,2.0,0.0,8.50
1618,16,1.0,-0.0,0.0,3.0,0.0,8.50
1618,17,1.0,-0.0,0.0,4.0,0.0,8.50
1618,18,1.0,-0.0,0.0,5.0,0.0,8.50
1618,19,0.0,-0.0,1.0,0.0,1.0,0
1618,20,0.0,-0.0,-0.0,0.0,2.0,0
1618,21,0.0,-0.0,-0.0,0.0,3.0,0
1618,22,0.0,-0.0,-0.0,0.0,4.0,0
1618,23,0.0,-0.0,0.0,0.0,5.0,0
1618,24,0.0,-0.0,0.0,0.0,6.0,0
1618,25,0.0,-0.0,-0.0,0.0,7.0,0
1618,26,0.0,-0.0,-0.0,0.0,8.0,0
1618,27,0.0,-0.0,-0.0,0.0,9.0,0
1618,28,0.0,-0.0,-0.0,0.0,10.0,0
1618,29,0.0,-0.0,-0.0,0.0,11.0,0
1618,30,0.0,-0.0,-0.0,0.0,12.0,0
1618,31,0.0,-0.0,0.0,0.0,13.0,0
1618,32,0.0,-0.0,-0.0,0.0,14.0,0
1618,33,0.0,-0.0,-0.0,0.0,15.0,0
1618,34,0.0,-0.0,-0.0,0.0,16.0,0
1618,35,0.0,-0.0,-0.0,0.0,17.0,0
1618,36,0.0,-0.0,-0.0,0.0,18.0,0
1618,37,-0.0,-0.0,-0.0,0.0,19.0,0
1618,38,1.0,1.0,-0.0,1.0,0.0,8.50
1618,39,1.0,0.0,-0.0,2.0,0.0,8.50
1618,40,1.0,-0.0,-0.0,3.0,0.0,8.50
1618,41,1.0,-0.0,-0.0,4.0,0.0,8.50
1618,42,1.0,0.0,-0.0,5.0,0.0,8.50
1618,43,1.0,-0.0,0.0,6.0,0.0,8.50
1618,44,1.0,-0.0,-0.0,7.0,0.0,8.50
1618,45,1.0,-0.0,-0.0,8.0,0.0,8.50
1618,46,1.0,-0.0,-0.0,9.0,0.0,8.50
1618,47,0.0,-0.0,1.0,0.0,1.0,0
1618,48,0.0,-0.0,0.0,0.0,2.0,0
1619,1,-0.0,0.0,1.0,-0.0,1.0,0
1619,2,-0.0,-0.0,-0.0,-0.0,2.0,0
1619,3,-0.0,-0.0,-0.0,-0.0,3.0,0
1619,4,-0.0,-0.0,-0.0,-0.0,4.0,0
1619,5,-0.0,-0.0,-0.0,-0.0,5.0,0
1619,6,-0.0,-0.0,-0.0,-0.0,6.0,0
1619,7,-0.0,-0.0,-0.0,-0.0,7.0,0
1619,8,-0.0,-0.0,-0.0,-0.0,8.0,0
1619,9,0.0,-0.0,-0.0,0.0,9.0,0
1619,10,0.0,-0.0,0.0,0.0,10.0,0
1619,11,0.0,-0.0,-0.0,0.0,11.0,0
1619,12,0.0,-0.0,-0.0,0.0,12.0,0
1619,13,1.0,1.0,-0.0,1.0,0.0,46.00
1619,14,1.0,0.0,-0.0,2.0,0.0,46.00
1619,15,1.0,-0.0,-0.0,3.0,0.0,46.00
1619,16,1.0,-0.0,0.0,4.0,0.0,46.00
1619,17,1.0,-0.0,-0.0,5.0,0.0,46.00
1619,18,1.0,-0.0,0.0,6.0,0.0,46.00
1619,19,1.0,-0.0,-0.0,7.0,0.0,46.00
1619,20,1.0,-0.0,-0.0,8.0,0.0,46.00
1619,21,1.0,-0.0,-0.0,9.0,0.0,46.00
1619,22,1.0,-0.0,-0.0,10.0,0.0,46.00
1619,23,0.0,-0.0,1.0,0.0,1.0,0
1619,24,-0.0,-0.0,-0.0,0.0,2.0,0
1619,25,-0.0,-0.0,-0.0,0.0,3.0,0
1619,26,-0.0,-0.0,-0.0,0.0,4.0,0
1619,27,-0.0,-0.0,-0.0,0.0,5.0,0
1619,28,-0.0,-0.0,-0.0,0.0,6.0,0
1619,29,-0.0,-0.0,-0.0,0.0,7.0,0
1619,30,0.0,-0.0,-0.0,0.0,8.0,0
1619,31,-0.0,-0.0,-0.0,0.0,9.0,0
1619,32,-0.0,-0.0,-0.0,0.0,10.0,0
1619,33,-0.0,-0.0,-0.0,0.0,11.0,0
1619,34,0.0,-0.0,-0.0,0.0,12.0,0
1619,35,0.0,-0.0,-0.0,0.0,13.0,0
1619,36,0.0,-0.0,-0.0,0.0,14.0,0
1619,37,-0.0,0.0,-0.0,0.0,15.0,0
1619,38,1.0,1.0,-0.0,1.0,0.0,46.00
1619,39,1.0,-0.0,-0.0,2.0,0.0,46.00
1619,40,1.0,-0.0,-0.0,3.0,0.0,46.00
1619,41,1.0,-0.0,-0.0,4.0,0.0,46.00
1619,42,1.0,0.0,-0.0,5.0,0.0,46.00
1619,43,1.0,-0.0,0.0,6.0,0.0,46.00
1619,44,1.0,-0.0,-0.0,7.0,0.0,46.00
1619,45,1.0,-0.0,-0.0,8.0,0.0,46.00
1619,46,1.0,-0.0,-0.0,9.0,0.0,46.00
1619,47,0.0,-0.0,1.0,0.0,1.0,0
1619,48,0.0,-0.0,-0.0,0.0,2.0,0
1620,1,-0.0,0.0,1.0,-0.0,1.0,0
1620,2,-0.0,-0.0,-0.0,-0.0,2.0,0
1620,3,-0.0,-0.0,-0.0,-0.0,3.0,0
1620,4,-0.0,-0.0,-0.0,-0.0,4.0,0
1620,5,-0.0,-0.0,-0.0,-0.0,5.0,0
1620,6,-0.0,-0.0,-0.0,-0.0,6.0,0
1620,7,-0.0,-0.0,-0.0,-0.0,7.0,0
1620,8,-0.0,-0.0,-0.0,-0.0,8.0,0
1620,9,0.0,-0.0,-0.0,0.0,9.0,0
1620,10,0.0,-0.0,-0.0,0.0,10.0,0
1620,11,0.0,-0.0,-0.0,0.0,11.0,0
1620,12,0.0,-0.0,-0.0,0.0,12.0,0
1620,13,0.0,0.0,-0.0,0.0,13.0,0
1620,14,1.0,1.0,-0.0,1.0,0.0,6.00
1620,15,1.0,-0.0,-0.0,2.0,0.0,6.00
1620,16,1.0,-0.0,-0.0,3.0,0.0,6.00
1620,17,0.0,-0.0,1.0,0.0,1.0,0
1620,18,0.0,-0.0,0.0,0.0,2.0,0
1620,19,0.0,-0.0,0.0,0.0,3.0,0
1620,20,0.0,-0.0,-0.0,0.0,4.0,0
1620,21,0.0,-0.0,-0.0,0.0,5.0,0
1620,22,0.0,-0.0,-0.0,0.0,6.0,0
1620,23,0.0,-0.0,0.0,0.0,7.0,0
1620,24,-0.0,-0.0,-0.0,0.0,8.0,0
1620,25,-0.0,-0.0,-0.0,0.0,9.0,0
1620,26,-0.0,-0.0,-0.0,0.0,10.0,0
1620,27,-0.0,-0.0,-0.0,0.0,11.0,0
1620,28,-0.0,-0.0,-0.0,0.0,12.0,0
1620,29,0.0,-0.0,-0.0,0.0,13.0,0
1620,30,0.0,-0.0,-0.0,0.0,14.0,0
1620,31,-0.0,-0.0,0.0,0.0,15.0,0
1620,32,-0.0,-0.0,-0.0,0.0,16.0,0
1620,33,0.0,-0.0,-0.0,0.0,17.0,0
1620,34,0.0,-0.0,-0.0,0.0,18.0,0
1620,35,0.0,-0.0,-0.0,0.0,19.0,0
1620,36,0.0,-0.0,-0.0,0.0,20.0,0
1620,37,-0.0,-0.0,-0.0,0.0,21.0,0
1620,38,0.0,-0.0,-0.0,0.0,22.0,0
1620,39,1.0,1.0,-0.0,1.0,0.0,6.00
1620,40,1.0,-0.0,-0.0,2.0,0.0,6.00
1620,41,1.0,-0.0,-0.0,3.0,0.0,6.00
1620,42,1.0,0.0,-0.0,4.0,0.0,6.00
1620,43,1.0,-0.0,0.0,5.0,0.0,6.00
1620,44,1.0,-0.0,-0.0,6.0,0.0,6.00
1620,45,1.0,-0.0,-0.0,7.0,0.0,6.00
1620,46,1.0,-0.0,-0.0,8.0,0.0,6.00
1620,47,0.0,-0.0,1.0,0.0,1.0,0
1620,48,0.0,-0.0,-0.0,0.0,2.0,0
1621,1,-0.0,0.0,1.0,-0.0,1.0,0
1621,2,-0.0,-0.0,-0.0,-0.0,2.0,0
1621,3,-0.0,-0.0,-0.0,-0.0,3.0,0
1621,4,-0.0,-0.0,-0.0,-0.0,4.0,0
1621,5,-0.0,-0.0,-0.0,-0.0,5.0,0
1621,6,-0.0,-0.0,-0.0,-0.0,6.0,0
1621,7,-0.0,-0.0,-0.0,-0.0,7.0,0
1621,8,-0.0,-0.0,-0.0,-0.0,8.0,0
1621,9,0.0,-0.0,-0.0,0.0,9.0,0
1621,10,0.0,-0.0,-0.0,0.0,10.0,0
1621,11,0.0,-0.0,-0.0,0.0,11.0,0
1621,12,0.0,-0.0,-0.0,0.0,12.0,0
1621,13,1.0,1.0,-0.0,1.0,0.0,22.00
1621,14,1.0,-0.0,-0.0,2.0,0.0,22.00
1621,15,1.0,-0.0,-0.0,3.0,0.0,22.00
1621,16,1.0,-0.0,0.0,4.0,0.0,22.00
1621,17,1.0,-0.0,-0.0,5.0,0.0,22.00
1621,18,1.0,-0.0,0.0,6.0,0.0,22.00
1621,19,1.0,-0.0,0.0,7.0,0.0,22.00
1621,20,1.0,-0.0,-0.0,8.0,0.0,22.00
1621,21,1.0,-0.0,-0.0,9.0,0.0,22.00
1621,22,1.0,-0.0,-0.0,10.0,0.0,22.00
1621,23,0.0,-0.0,1.0,0.0,1.0,0
1621,24,-0.0,-0.0,-0.0,0.0,2.0,0
1621,25,-0.0,-0.0,-0.0,0.0,3.0,0
1621,26,-0.0,-0.0,-0.0,0.0,4.0,0
1621,27,-0.0,-0.0,-0.0,0.0,5.0,0
1621,28,-0.0,-0.0,-0.0,0.0,6.0,0
1621,29,-0.0,-0.0,-0.0,0.0,7.0,0
1621,30,0.0,-0.0,-0.0,0.0,8.0,0
1621,31,-0.0,-0.0,-0.0,0.0,9.0,0
1621,32,-0.0,-0.0,-0.0,0.0,10.0,0
1621,33,-0.0,-0.0,-0.0,0.0,11.0,0
1621,34,0.0,-0.0,-0.0,0.0,12.0,0
1621,35,0.0,-0.0,-0.0,0.0,13.0,0
1621,36,0.0,-0.0,-0.0,0.0,14.0,0
1621,37,0.0,-0.0,-0.0,0.0,15.0,0
1621,38,1.0,1.0,-0.0,1.0,0.0,22.00
1621,39,1.0,-0.0,-0.0,2.0,0.0,22.00
1621,40,1.0,-0.0,-0.0,3.0,0.0,22.00
1621,41,1.0,-0.0,-0.0,4.0,0.0,22.00
1621,42,1.0,0.0,-0.0,5.0,0.0,22.00
1621,43,1.0,-0.0,0.0,6.0,0.0,22.00
1621,44,1.0,-0.0,-0.0,7.0,0.0,22.00
1621,45,1.0,-0.0,-0.0,8.0,0.0,22.00
1621,46,1.0,-0.0,-0.0,9.0,0.0,22.00
1621,47,0.0,-0.0,1.0,0.0,1.0,0
1621,48,0.0,-0.0,-0.0,0.0,2.0,0
1622,1,-0.0,0.0,1.0,-0.0,1.0,0
1622,2,-0.0,-0.0,-0.0,-0.0,2.0,0
1622,3,-0.0,-0.0,-0.0,-0.0,3.0,0
1622,4,-0.0,-0.0,-0.0,-0.0,4.0,0
1622,5,-0.0,-0.0,-0.0,-0.0,5.0,0
1622,6,-0.0,-0.0,-0.0,-0.0,6.0,0
1622,7,-0.0,-0.0,-0.0,-0.0,7.0,0
1622,8,-0.0,-0.0,-0.0,-0.0,8.0,0
1622,9,0.0,-0.0,-0.0,0.0,9.0,0
1622,10,0.0,-0.0,-0.0,0.0,10.0,0
1622,11,0.0,-0.0,-0.0,0.0,11.0,0
1622,12,0.0,-0.0,-0.0,0.0,12.0,0
1622,13,1.0,1.0,-0.0,1.0,0.0,21.00
1622,14,1.0,0.0,-0.0,2.0,0.0,21.00
1622,15,1.0,-0.0,-0.0,3.0,0.0,21.00
1622,16,1.0,-0.0,0.0,4.0,0.0,21.00
1622,17,1.0,-0.0,-0.0,5.0,0.0,21.00
1622,18,1.0,-0.0,0.0,6.0,0.0,21.00
1622,19,1.0,-0.0,0.0,7.0,0.0,21.00
1622,20,1.0,-0.0,-0.0,8.0,0.0,21.00
1622,21,1.0,-0.0,-0.0,9.0,0.0,21.00
1622,22,1.0,-0.0,-0.0,10.0,0.0,21.00
1622,23,0.0,-0.0,1.0,0.0,1.0,0
1622,24,-0.0,-0.0,-0.0,0.0,2.0,0
1622,25,-0.0,-0.0,-0.0,0.0,3.0,0
1622,26,-0.0,-0.0,-0.0,0.0,4.0,0
1622,27,-0.0,-0.0,-0.0,0.0,5.0,0
1622,28,-0.0,-0.0,-0.0,0.0,6.0,0
1622,29,-0.0,-0.0,-0.0,0.0,7.0,0
1622,30,0.0,-0.0,-0.0,0.0,8.0,0
