Gen_Index,timepoint,Committed,Started,Shut,TimeOn,TimeOff,Held as Reserves (MW)
14,47,1.0,-0.0,-0.0,247.0,0.0,0
14,48,1.0,-0.0,0.0,248.0,0.0,40.00
15,1,1.0,0.0,0.0,201.0,0.0,0
15,2,1.0,-0.0,-0.0,202.0,0.0,0
15,3,1.0,-0.0,-0.0,203.0,0.0,0
15,4,1.0,-0.0,-0.0,204.0,0.0,0
15,5,1.0,-0.0,-0.0,205.0,0.0,0
15,6,1.0,-0.0,-0.0,206.0,0.0,0
15,7,1.0,-0.0,-0.0,207.0,0.0,0
15,8,1.0,-0.0,-0.0,208.0,0.0,0
15,9,1.0,-0.0,-0.0,209.0,0.0,0
15,10,1.0,-0.0,0.0,210.0,0.0,0
15,11,1.0,-0.0,-0.0,211.0,0.0,0
15,12,1.0,-0.0,-0.0,212.0,0.0,0
15,13,1.0,-0.0,-0.0,213.0,0.0,0
15,14,1.0,-0.0,-0.0,214.0,0.0,0
15,15,1.0,-0.0,-0.0,215.0,0.0,0
15,16,1.0,-0.0,-0.0,216.0,0.0,0
15,17,1.0,-0.0,0.0,217.0,0.0,0
15,18,1.0,-0.0,-0.0,218.0,0.0,0
15,19,1.0,-0.0,-0.0,219.0,0.0,0
15,20,1.0,-0.0,-0.0,220.0,0.0,0
15,21,1.0,-0.0,-0.0,221.0,0.0,0
15,22,1.0,-0.0,-0.0,222.0,0.0,0
15,23,1.0,-0.0,0.0,223.0,0.0,0
15,24,1.0,-0.0,-0.0,224.0,0.0,0
15,25,1.0,-0.0,-0.0,225.0,0.0,26.90
15,26,1.0,-0.0,-0.0,226.0,0.0,26.90
15,27,1.0,-0.0,0.0,227.0,0.0,5.38
15,28,1.0,-0.0,-0.0,228.0,0.0,0
15,29,1.0,-0.0,-0.0,229.0,0.0,26.90
15,30,1.0,-0.0,-0.0,230.0,0.0,0
15,31,1.0,-0.0,-0.0,231.0,0.0,3.47
15,32,1.0,-0.0,-0.0,232.0,0.0,0
15,33,1.0,-0.0,-0.0,233.0,0.0,0
15,34,1.0,-0.0,-0.0,234.0,0.0,23.67
15,35,1.0,-0.0,-0.0,235.0,0.0,26.90
15,36,1.0,-0.0,0.0,236.0,0.0,0
15,37,1.0,-0.0,-0.0,237.0,0.0,0
15,38,1.0,-0.0,0.0,238.0,0.0,0
15,39,1.0,-0.0,0.0,239.0,0.0,0
15,40,1.0,-0.0,-0.0,240.0,0.0,0
15,41,1.0,-0.0,-0.0,241.0,0.0,0
15,42,1.0,-0.0,0.0,242.0,0.0,0
15,43,1.0,-0.0,-0.0,243.0,0.0,0
15,44,1.0,-0.0,-0.0,244.0,0.0,0
15,45,1.0,-0.0,-0.0,245.0,0.0,0
15,46,1.0,-0.0,-0.0,246.0,0.0,0
15,47,1.0,-0.0,0.0,247.0,0.0,0
15,48,1.0,-0.0,-0.0,248.0,0.0,0
16,1,1.0,0.0,0.0,201.0,0.0,0
16,2,1.0,-0.0,-0.0,202.0,0.0,0
16,3,1.0,-0.0,-0.0,203.0,0.0,0
16,4,1.0,-0.0,-0.0,204.0,0.0,0
16,5,1.0,-0.0,-0.0,205.0,0.0,0
16,6,1.0,-0.0,-0.0,206.0,0.0,0
16,7,1.0,-0.0,-0.0,207.0,0.0,0
16,8,1.0,-0.0,-0.0,208.0,0.0,0
16,9,1.0,-0.0,-0.0,209.0,0.0,0
16,10,1.0,-0.0,-0.0,210.0,0.0,0
16,11,1.0,-0.0,-0.0,211.0,0.0,0
16,12,1.0,-0.0,-0.0,212.0,0.0,0
16,13,1.0,-0.0,-0.0,213.0,0.0,0
16,14,1.0,-0.0,-0.0,214.0,0.0,0
16,15,1.0,-0.0,-0.0,215.0,0.0,0
16,16,1.0,-0.0,-0.0,216.0,0.0,0
16,17,1.0,-0.0,-0.0,217.0,0.0,0
16,18,1.0,-0.0,-0.0,218.0,0.0,0
16,19,1.0,-0.0,-0.0,219.0,0.0,0
16,20,1.0,-0.0,-0.0,220.0,0.0,0
16,21,1.0,-0.0,-0.0,221.0,0.0,0
16,22,1.0,-0.0,-0.0,222.0,0.0,0
16,23,1.0,-0.0,-0.0,223.0,0.0,0
16,24,1.0,-0.0,-0.0,224.0,0.0,0
16,25,1.0,-0.0,-0.0,225.0,0.0,22.50
16,26,1.0,-0.0,-0.0,226.0,0.0,22.50
16,27,1.0,-0.0,0.0,227.0,0.0,4.50
16,28,1.0,-0.0,-0.0,228.0,0.0,0
16,29,1.0,-0.0,-0.0,229.0,0.0,22.50
16,30,1.0,-0.0,-0.0,230.0,0.0,0
16,31,1.0,-0.0,0.0,231.0,0.0,22.50
16,32,1.0,-0.0,-0.0,232.0,0.0,0
16,33,1.0,-0.0,-0.0,233.0,0.0,0
16,34,1.0,-0.0,0.0,234.0,0.0,22.50
16,35,1.0,-0.0,-0.0,235.0,0.0,22.50
16,36,1.0,-0.0,-0.0,236.0,0.0,0
16,37,1.0,-0.0,-0.0,237.0,0.0,0
16,38,1.0,-0.0,0.0,238.0,0.0,0
16,39,1.0,-0.0,0.0,239.0,0.0,0
16,40,1.0,-0.0,0.0,240.0,0.0,0
16,41,1.0,-0.0,-0.0,241.0,0.0,0
16,42,1.0,-0.0,0.0,242.0,0.0,0
16,43,1.0,-0.0,-0.0,243.0,0.0,0
16,44,1.0,-0.0,-0.0,244.0,0.0,0
16,45,1.0,-0.0,-0.0,245.0,0.0,0
16,46,1.0,-0.0,-0.0,246.0,0.0,0
16,47,1.0,-0.0,-0.0,247.0,0.0,0
16,48,1.0,-0.0,-0.0,248.0,0.0,0
17,1,1.0,0.0,0.0,201.0,0.0,130.00
17,2,1.0,-0.0,-0.0,202.0,0.0,130.00
17,3,1.0,-0.0,-0.0,203.0,0.0,130.00
17,4,1.0,-0.0,-0.0,204.0,0.0,130.00
17,5,1.0,-0.0,-0.0,205.0,0.0,130.00
17,6,1.0,-0.0,-0.0,206.0,0.0,130.00
17,7,1.0,-0.0,-0.0,207.0,0.0,130.00
17,8,1.0,-0.0,-0.0,208.0,0.0,130.00
17,9,1.0,-0.0,-0.0,209.0,0.0,130.00
17,10,1.0,-0.0,-0.0,210.0,0.0,130.00
17,11,1.0,-0.0,-0.0,211.0,0.0,130.00
17,12,1.0,-0.0,-0.0,212.0,0.0,130.00
17,13,1.0,-0.0,-0.0,213.0,0.0,130.00
17,14,1.0,-0.0,-0.0,214.0,0.0,130.00
17,15,1.0,-0.0,-0.0,215.0,0.0,130.00
17,16,1.0,-0.0,-0.0,216.0,0.0,130.00
17,17,1.0,-0.0,-0.0,217.0,0.0,130.00
17,18,1.0,-0.0,-0.0,218.0,0.0,130.00
17,19,1.0,-0.0,-0.0,219.0,0.0,130.00
17,20,1.0,-0.0,-0.0,220.0,0.0,130.00
17,21,1.0,-0.0,-0.0,221.0,0.0,130.00
17,22,1.0,-0.0,-0.0,222.0,0.0,130.00
17,23,1.0,-0.0,-0.0,223.0,0.0,130.00
17,24,1.0,-0.0,-0.0,224.0,0.0,130.00
17,25,1.0,-0.0,-0.0,225.0,0.0,130.00
17,26,1.0,-0.0,-0.0,226.0,0.0,130.00
17,27,1.0,-0.0,-0.0,227.0,0.0,130.00
17,28,1.0,-0.0,-0.0,228.0,0.0,130.00
17,29,1.0,-0.0,-0.0,229.0,0.0,130.00
17,30,1.0,-0.0,-0.0,230.0,0.0,130.00
17,31,1.0,-0.0,-0.0,231.0,0.0,130.00
17,32,1.0,-0.0,-0.0,232.0,0.0,130.00
17,33,1.0,-0.0,-0.0,233.0,0.0,130.00
17,34,1.0,-0.0,-0.0,234.0,0.0,130.00
17,35,1.0,-0.0,-0.0,235.0,0.0,130.00
17,36,1.0,-0.0,-0.0,236.0,0.0,130.00
17,37,1.0,-0.0,-0.0,237.0,0.0,130.00
17,38,1.0,-0.0,-0.0,238.0,0.0,130.00
17,39,1.0,-0.0,-0.0,239.0,0.0,130.00
17,40,1.0,-0.0,-0.0,240.0,0.0,130.00
17,41,1.0,-0.0,-0.0,241.0,0.0,130.00
17,42,1.0,-0.0,-0.0,242.0,0.0,130.00
17,43,1.0,-0.0,-0.0,243.0,0.0,130.00
17,44,1.0,-0.0,-0.0,244.0,0.0,130.00
17,45,1.0,-0.0,-0.0,245.0,0.0,130.00
17,46,1.0,-0.0,-0.0,246.0,0.0,130.00
17,47,1.0,-0.0,-0.0,247.0,0.0,130.00
17,48,-0.0,-0.0,1.0,-0.0,1.0,0
1574,1,1.0,0.0,0.0,201.0,0.0,0
1574,2,1.0,-0.0,-0.0,202.0,0.0,0
1574,3,1.0,-0.0,-0.0,203.0,0.0,0
1574,4,1.0,-0.0,-0.0,204.0,0.0,0
1574,5,1.0,-0.0,-0.0,205.0,0.0,0
1574,6,1.0,-0.0,-0.0,206.0,0.0,0
1574,7,1.0,-0.0,-0.0,207.0,0.0,0
1574,8,1.0,-0.0,-0.0,208.0,0.0,0
1574,9,1.0,-0.0,-0.0,209.0,0.0,0
1574,10,1.0,-0.0,-0.0,210.0,0.0,0
1574,11,1.0,-0.0,-0.0,211.0,0.0,0
1574,12,1.0,-0.0,-0.0,212.0,0.0,0
1574,13,1.0,-0.0,-0.0,213.0,0.0,0
1574,14,1.0,-0.0,-0.0,214.0,0.0,0
1574,15,1.0,-0.0,-0.0,215.0,0.0,0
1574,16,1.0,-0.0,-0.0,216.0,0.0,0
1574,17,1.0,-0.0,-0.0,217.0,0.0,0
1574,18,1.0,-0.0,-0.0,218.0,0.0,0
1574,19,1.0,-0.0,-0.0,219.0,0.0,0
1574,20,1.0,-0.0,-0.0,220.0,0.0,0
1574,21,1.0,-0.0,-0.0,221.0,0.0,0
1574,22,1.0,-0.0,-0.0,222.0,0.0,0
1574,23,1.0,-0.0,-0.0,223.0,0.0,0
1574,24,1.0,-0.0,-0.0,224.0,0.0,0
1574,25,1.0,-0.0,-0.0,225.0,0.0,48.67
1574,26,1.0,-0.0,-0.0,226.0,0.0,0
1574,27,1.0,-0.0,-0.0,227.0,0.0,0
1574,28,1.0,-0.0,-0.0,228.0,0.0,0
1574,29,1.0,-0.0,-0.0,229.0,0.0,80.00
1574,30,1.0,-0.0,-0.0,230.0,0.0,0
1574,31,1.0,-0.0,-0.0,231.0,0.0,0
1574,32,1.0,-0.0,-0.0,232.0,0.0,0
1574,33,1.0,-0.0,-0.0,233.0,0.0,0
1574,34,1.0,-0.0,-0.0,234.0,0.0,0
1574,35,1.0,-0.0,-0.0,235.0,0.0,0
1574,36,1.0,-0.0,-0.0,236.0,0.0,0
1574,37,1.0,-0.0,-0.0,237.0,0.0,0
1574,38,1.0,-0.0,-0.0,238.0,0.0,0
1574,39,1.0,-0.0,-0.0,239.0,0.0,0
1574,40,1.0,-0.0,-0.0,240.0,0.0,0
1574,41,1.0,-0.0,-0.0,241.0,0.0,0
1574,42,1.0,-0.0,-0.0,242.0,0.0,0
1574,43,1.0,-0.0,-0.0,243.0,0.0,0
1574,44,1.0,-0.0,-0.0,244.0,0.0,0
1574,45,1.0,-0.0,-0.0,245.0,0.0,0
1574,46,1.0,-0.0,-0.0,246.0,0.0,0
1574,47,1.0,-0.0,-0.0,247.0,0.0,0
1574,48,1.0,-0.0,-0.0,248.0,0.0,0
1575,1,1.0,0.0,0.0,201.0,0.0,0
1575,2,1.0,-0.0,-0.0,202.0,0.0,0
1575,3,1.0,-0.0,-0.0,203.0,0.0,0
1575,4,1.0,-0.0,-0.0,204.0,0.0,0
1575,5,1.0,-0.0,-0.0,205.0,0.0,0
1575,6,1.0,-0.0,-0.0,206.0,0.0,0
1575,7,1.0,-0.0,-0.0,207.0,0.0,0
1575,8,1.0,-0.0,-0.0,208.0,0.0,0
1575,9,1.0,-0.0,-0.0,209.0,0.0,0
1575,10,1.0,-0.0,-0.0,210.0,0.0,0
1575,11,1.0,-0.0,-0.0,211.0,0.0,0
1575,12,1.0,-0.0,-0.0,212.0,0.0,0
1575,13,1.0,-0.0,-0.0,213.0,0.0,0
1575,14,1.0,-0.0,-0.0,214.0,0.0,0
1575,15,1.0,-0.0,-0.0,215.0,0.0,0
1575,16,1.0,-0.0,-0.0,216.0,0.0,0
1575,17,1.0,-0.0,-0.0,217.0,0.0,0
1575,18,1.0,-0.0,-0.0,218.0,0.0,0
1575,19,1.0,-0.0,-0.0,219.0,0.0,0
1575,20,1.0,-0.0,-0.0,220.0,0.0,0
1575,21,1.0,-0.0,-0.0,221.0,0.0,0
1575,22,1.0,-0.0,-0.0,222.0,0.0,0
1575,23,1.0,-0.0,-0.0,223.0,0.0,0
1575,24,1.0,-0.0,-0.0,224.0,0.0,0
1575,25,1.0,-0.0,-0.0,225.0,0.0,80.00
1575,26,1.0,-0.0,-0.0,226.0,0.0,26.86
1575,27,1.0,-0.0,-0.0,227.0,0.0,0
1575,28,1.0,-0.0,-0.0,228.0,0.0,0
1575,29,1.0,-0.0,-0.0,229.0,0.0,59.38
1575,30,1.0,-0.0,-0.0,230.0,0.0,0
1575,31,1.0,-0.0,-0.0,231.0,0.0,0
1575,32,1.0,-0.0,-0.0,232.0,0.0,0
1575,33,1.0,-0.0,-0.0,233.0,0.0,0
1575,34,1.0,-0.0,-0.0,234.0,0.0,0
1575,35,1.0,-0.0,-0.0,235.0,0.0,56.98
1575,36,1.0,-0.0,-0.0,236.0,0.0,0
1575,37,1.0,-0.0,-0.0,237.0,0.0,0
1575,38,1.0,-0.0,-0.0,238.0,0.0,0
1575,39,1.0,-0.0,-0.0,239.0,0.0,0
1575,40,1.0,-0.0,-0.0,240.0,0.0,0
1575,41,1.0,-0.0,-0.0,241.0,0.0,0
1575,42,1.0,-0.0,-0.0,242.0,0.0,0
1575,43,1.0,-0.0,-0.0,243.0,0.0,0
1575,44,1.0,-0.0,-0.0,244.0,0.0,0
1575,45,1.0,-0.0,-0.0,245.0,0.0,0
1575,46,1.0,-0.0,-0.0,246.0,0.0,0
1575,47,1.0,-0.0,-0.0,247.0,0.0,0
1575,48,1.0,-0.0,-0.0,248.0,0.0,0
1576,1,0.0,0.0,1.0,0.0,1.0,0
1576,2,0.0,-0.0,-0.0,0.0,2.0,0
1576,3,0.0,-0.0,-0.0,0.0,3.0,0
1576,4,0.0,-0.0,-0.0,0.0,4.0,0
1576,5,0.0,-0.0,-0.0,0.0,5.0,0
1576,6,0.0,-0.0,-0.0,0.0,6.0,0
1576,7,0.0,-0.0,-0.0,0.0,7.0,0
1576,8,0.0,-0.0,-0.0,0.0,8.0,0
1576,9,-0.0,-0.0,-0.0,0.0,9.0,0
1576,10,1.0,1.0,-0.0,1.0,0.0,132.82
1576,11,1.0,-0.0,-0.0,2.0,0.0,210.00
1576,12,1.0,0.0,-0.0,3.0,0.0,210.00
1576,13,1.0,0.0,-0.0,4.0,0.0,210.00
1576,14,1.0,-0.0,-0.0,5.0,0.0,210.00
1576,15,1.0,-0.0,0.0,6.0,0.0,210.00
1576,16,1.0,-0.0,0.0,7.0,0.0,210.00
1576,17,1.0,-0.0,0.0,8.0,0.0,210.00
1576,18,1.0,-0.0,0.0,9.0,0.0,210.00
1576,19,1.0,-0.0,0.0,10.0,0.0,210.00
1576,20,1.0,-0.0,0.0,11.0,0.0,210.00
1576,21,1.0,-0.0,0.0,12.0,0.0,210.00
1576,22,1.0,-0.0,0.0,13.0,0.0,210.00
1576,23,1.0,-0.0,0.0,14.0,0.0,210.00
1576,24,-0.0,-0.0,1.0,-0.0,1.0,0
1576,25,0.0,0.0,-0.0,0.0,2.0,0
1576,26,0.0,0.0,-0.0,0.0,3.0,0
1576,27,0.0,0.0,-0.0,0.0,4.0,0
1576,28,0.0,0.0,-0.0,0.0,5.0,0
1576,29,0.0,0.0,-0.0,0.0,6.0,0
1576,30,0.0,0.0,-0.0,0.0,7.0,0
1576,31,0.0,-0.0,-0.0,0.0,8.0,0
1576,32,0.0,-0.0,0.0,0.0,9.0,0
1576,33,0.0,-0.0,0.0,0.0,10.0,0
1576,34,0.0,-0.0,0.0,0.0,11.0,0
1576,35,0.0,-0.0,0.0,0.0,12.0,0
1576,36,1.0,1.0,-0.0,1.0,0.0,157.61
1576,37,1.0,0.0,-0.0,2.0,0.0,210.00
1576,38,1.0,-0.0,-0.0,3.0,0.0,210.00
1576,39,1.0,-0.0,-0.0,4.0,0.0,210.00
1576,40,1.0,-0.0,-0.0,5.0,0.0,20.00
1576,41,1.0,-0.0,-0.0,6.0,0.0,210.00
1576,42,1.0,-0.0,-0.0,7.0,0.0,210.00
1576,43,1.0,-0.0,-0.0,8.0,0.0,210.00
1576,44,1.0,-0.0,-0.0,9.0,0.0,210.00
1576,45,1.0,-0.0,-0.0,10.0,0.0,210.00
1576,46,1.0,-0.0,-0.0,11.0,0.0,210.00
1576,47,1.0,-0.0,0.0,12.0,0.0,210.00
1576,48,1.0,0.0,-0.0,13.0,0.0,210.00
1579,1,1.0,0.0,0.0,201.0,0.0,249.50
1579,2,1.0,-0.0,-0.0,202.0,0.0,171.22
1579,3,1.0,-0.0,-0.0,203.0,0.0,249.50
1579,4,1.0,-0.0,-0.0,204.0,0.0,213.24
1579,5,1.0,-0.0,-0.0,205.0,0.0,249.50
1579,6,1.0,-0.0,-0.0,206.0,0.0,0
1579,7,1.0,-0.0,-0.0,207.0,0.0,84.29
1579,8,1.0,-0.0,-0.0,208.0,0.0,0
1579,9,1.0,-0.0,-0.0,209.0,0.0,0
1579,10,1.0,-0.0,0.0,210.0,0.0,0
1579,11,1.0,-0.0,0.0,211.0,0.0,0
1579,12,1.0,-0.0,0.0,212.0,0.0,0
1579,13,1.0,0.0,-0.0,213.0,0.0,249.50
1579,14,1.0,-0.0,-0.0,214.0,0.0,249.50
1579,15,1.0,-0.0,-0.0,215.0,0.0,59.50
1579,16,1.0,-0.0,-0.0,216.0,0.0,249.50
1579,17,1.0,-0.0,-0.0,217.0,0.0,249.50
1579,18,1.0,-0.0,-0.0,218.0,0.0,120.00
1579,19,1.0,-0.0,-0.0,219.0,0.0,249.50
1579,20,1.0,-0.0,-0.0,220.0,0.0,59.50
1579,21,1.0,-0.0,-0.0,221.0,0.0,120.00
1579,22,1.0,-0.0,-0.0,222.0,0.0,249.50
1579,23,1.0,-0.0,0.0,223.0,0.0,5.40
1579,24,1.0,-0.0,-0.0,224.0,0.0,0
1579,25,1.0,-0.0,-0.0,225.0,0.0,0
1579,26,1.0,0.0,-0.0,226.0,0.0,218.89
1579,27,1.0,0.0,-0.0,227.0,0.0,249.50
1579,28,1.0,0.0,-0.0,228.0,0.0,249.50
1579,29,1.0,0.0,-0.0,229.0,0.0,249.50
1579,30,1.0,0.0,-0.0,230.0,0.0,166.98
1579,31,1.0,-0.0,-0.0,231.0,0.0,156.98
1579,32,1.0,-0.0,0.0,232.0,0.0,4.95
1579,33,1.0,-0.0,0.0,233.0,0.0,159.49
1579,34,1.0,-0.0,0.0,234.0,0.0,177.11
1579,35,1.0,-0.0,0.0,235.0,0.0,187.11
1579,36,1.0,-0.0,0.0,236.0,0.0,249.50
1579,37,1.0,0.0,-0.0,237.0,0.0,0
1579,38,1.0,-0.0,-0.0,238.0,0.0,59.50
1579,39,1.0,-0.0,-0.0,239.0,0.0,139.50
1579,40,1.0,-0.0,-0.0,240.0,0.0,249.50
1579,41,1.0,-0.0,-0.0,241.0,0.0,249.50
1579,42,1.0,-0.0,-0.0,242.0,0.0,200.00
1579,43,1.0,-0.0,-0.0,243.0,0.0,249.50
1579,44,1.0,-0.0,-0.0,244.0,0.0,249.50
1579,45,1.0,-0.0,-0.0,245.0,0.0,120.00
1579,46,1.0,-0.0,-0.0,246.0,0.0,120.00
1579,47,1.0,-0.0,0.0,247.0,0.0,0
1579,48,1.0,0.0,-0.0,248.0,0.0,59.50
1580,1,1.0,0.0,0.0,201.0,0.0,0
1580,2,1.0,-0.0,-0.0,202.0,0.0,210.00
1580,3,1.0,-0.0,-0.0,203.0,0.0,27.78
1580,4,1.0,-0.0,-0.0,204.0,0.0,210.00
1580,5,1.0,-0.0,-0.0,205.0,0.0,173.38
1580,6,1.0,-0.0,-0.0,206.0,0.0,210.00
1580,7,1.0,-0.0,-0.0,207.0,0.0,210.00
1580,8,1.0,-0.0,-0.0,208.0,0.0,167.07
1580,9,1.0,-0.0,-0.0,209.0,0.0,12.70
1580,10,1.0,-0.0,0.0,210.0,0.0,210.00
1580,11,1.0,-0.0,0.0,211.0,0.0,129.00
1580,12,1.0,-0.0,0.0,212.0,0.0,189.50
1580,13,1.0,0.0,-0.0,213.0,0.0,80.50
1580,14,1.0,-0.0,-0.0,214.0,0.0,20.00
1580,15,1.0,-0.0,-0.0,215.0,0.0,210.00
1580,16,1.0,-0.0,-0.0,216.0,0.0,160.50
1580,17,1.0,-0.0,-0.0,217.0,0.0,29.01
1580,18,1.0,-0.0,-0.0,218.0,0.0,210.00
1580,19,1.0,-0.0,-0.0,219.0,0.0,80.50
1580,20,1.0,-0.0,-0.0,220.0,0.0,210.00
1580,21,1.0,-0.0,-0.0,221.0,0.0,210.00
1580,22,1.0,-0.0,-0.0,222.0,0.0,68.40
1580,23,1.0,-0.0,0.0,223.0,0.0,210.00
1580,24,1.0,-0.0,-0.0,224.0,0.0,183.00
1580,25,1.0,-0.0,-0.0,225.0,0.0,210.00
1580,26,1.0,-0.0,-0.0,226.0,0.0,210.00
1580,27,1.0,-0.0,-0.0,227.0,0.0,210.00
1580,28,1.0,-0.0,-0.0,228.0,0.0,210.00
1580,29,1.0,-0.0,-0.0,229.0,0.0,210.00
1580,30,1.0,0.0,-0.0,230.0,0.0,143.57
1580,31,1.0,-0.0,-0.0,231.0,0.0,210.00
1580,32,1.0,-0.0,0.0,232.0,0.0,210.00
1580,33,1.0,-0.0,0.0,233.0,0.0,210.00
1580,34,1.0,-0.0,0.0,234.0,0.0,210.00
1580,35,1.0,-0.0,0.0,235.0,0.0,0
1580,36,1.0,-0.0,0.0,236.0,0.0,0
1580,37,1.0,0.0,-0.0,237.0,0.0,129.00
1580,38,1.0,-0.0,-0.0,238.0,0.0,210.00
1580,39,1.0,-0.0,-0.0,239.0,0.0,210.00
1580,40,1.0,-0.0,-0.0,240.0,0.0,210.00
1580,41,1.0,-0.0,-0.0,241.0,0.0,20.00
1580,42,1.0,-0.0,-0.0,242.0,0.0,210.00
1580,43,1.0,-0.0,-0.0,243.0,0.0,80.50
1580,44,1.0,-0.0,-0.0,244.0,0.0,80.50
1580,45,1.0,-0.0,-0.0,245.0,0.0,210.00
1580,46,1.0,-0.0,-0.0,246.0,0.0,210.00
1580,47,1.0,-0.0,0.0,247.0,0.0,200.00
1580,48,1.0,0.0,-0.0,248.0,0.0,210.00
1582,1,0.0,0.0,1.0,0.0,1.0,0
1582,2,0.0,-0.0,-0.0,0.0,2.0,0
1582,3,0.0,-0.0,-0.0,0.0,3.0,0
1582,4,0.0,-0.0,-0.0,0.0,4.0,0
1582,5,0.0,-0.0,-0.0,0.0,5.0,0
1582,6,0.0,-0.0,-0.0,0.0,6.0,0
1582,7,0.0,-0.0,-0.0,0.0,7.0,0
1582,8,0.0,-0.0,-0.0,0.0,8.0,0
1582,9,-0.0,-0.0,-0.0,0.0,9.0,0
1582,10,0.0,-0.0,0.0,0.0,10.0,0
1582,11,0.0,-0.0,0.0,0.0,11.0,0
1582,12,1.0,1.0,-0.0,1.0,0.0,80.00
1582,13,1.0,0.0,-0.0,2.0,0.0,80.00
1582,14,1.0,-0.0,-0.0,3.0,0.0,80.00
1582,15,1.0,-0.0,-0.0,4.0,0.0,80.00
1582,16,1.0,-0.0,-0.0,5.0,0.0,0
1582,17,1.0,-0.0,0.0,6.0,0.0,80.00
1582,18,1.0,-0.0,-0.0,7.0,0.0,80.00
1582,19,1.0,-0.0,-0.0,8.0,0.0,80.00
1582,20,1.0,-0.0,-0.0,9.0,0.0,80.00
1582,21,1.0,-0.0,-0.0,10.0,0.0,80.00
1582,22,1.0,-0.0,-0.0,11.0,0.0,80.00
1582,23,1.0,-0.0,0.0,12.0,0.0,80.00
1582,24,1.0,-0.0,0.0,13.0,0.0,80.00
1582,25,0.0,-0.0,1.0,0.0,1.0,0
1582,26,0.0,-0.0,-0.0,0.0,2.0,0
1582,27,0.0,-0.0,-0.0,0.0,3.0,0
1582,28,0.0,-0.0,-0.0,0.0,4.0,0
1582,29,0.0,-0.0,-0.0,0.0,5.0,0
1582,30,-0.0,0.0,-0.0,0.0,6.0,0
1582,31,0.0,-0.0,0.0,0.0,7.0,0
1582,32,0.0,-0.0,-0.0,0.0,8.0,0
1582,33,0.0,-0.0,-0.0,0.0,9.0,0
1582,34,0.0,-0.0,-0.0,0.0,10.0,0
1582,35,0.0,-0.0,-0.0,0.0,11.0,0
1582,36,0.0,-0.0,-0.0,0.0,12.0,0
1582,37,-0.0,0.0,-0.0,0.0,13.0,0
1582,38,1.0,1.0,-0.0,1.0,0.0,80.00
1582,39,1.0,-0.0,-0.0,2.0,0.0,0
1582,40,1.0,-0.0,-0.0,3.0,0.0,80.00
1582,41,1.0,0.0,-0.0,4.0,0.0,80.00
1582,42,1.0,-0.0,-0.0,5.0,0.0,0
1582,43,1.0,-0.0,-0.0,6.0,0.0,80.00
1582,44,1.0,-0.0,-0.0,7.0,0.0,80.00
1582,45,1.0,-0.0,-0.0,8.0,0.0,80.00
1582,46,1.0,-0.0,-0.0,9.0,0.0,80.00
1582,47,1.0,-0.0,0.0,10.0,0.0,0
1582,48,1.0,0.0,-0.0,11.0,0.0,80.00
1583,1,1.0,0.0,0.0,201.0,0.0,210.00
1583,2,1.0,-0.0,-0.0,202.0,0.0,0
1583,3,1.0,-0.0,-0.0,203.0,0.0,36.17
1583,4,1.0,-0.0,-0.0,204.0,0.0,210.00
1583,5,1.0,-0.0,-0.0,205.0,0.0,210.00
1583,6,1.0,-0.0,-0.0,206.0,0.0,210.00
1583,7,1.0,-0.0,-0.0,207.0,0.0,210.00
1583,8,1.0,-0.0,-0.0,208.0,0.0,210.00
1583,9,1.0,-0.0,-0.0,209.0,0.0,210.00
1583,10,1.0,-0.0,0.0,210.0,0.0,210.00
1583,11,1.0,-0.0,0.0,211.0,0.0,210.00
1583,12,1.0,0.0,-0.0,212.0,0.0,210.00
1583,13,1.0,-0.0,-0.0,213.0,0.0,19.80
1583,14,1.0,-0.0,-0.0,214.0,0.0,31.37
1583,15,1.0,-0.0,-0.0,215.0,0.0,119.36
1583,16,1.0,-0.0,-0.0,216.0,0.0,210.00
1583,17,1.0,-0.0,0.0,217.0,0.0,210.00
1583,18,1.0,0.0,-0.0,218.0,0.0,210.00
1583,19,1.0,0.0,-0.0,219.0,0.0,210.00
1583,20,1.0,0.0,-0.0,220.0,0.0,210.00
1583,21,1.0,0.0,-0.0,221.0,0.0,210.00
1583,22,1.0,0.0,-0.0,222.0,0.0,210.00
1583,23,0.0,-0.0,1.0,0.0,1.0,0
1583,24,0.0,-0.0,-0.0,0.0,2.0,0
1583,25,0.0,-0.0,-0.0,0.0,3.0,0
1583,26,0.0,-0.0,-0.0,0.0,4.0,0
1583,27,0.0,-0.0,-0.0,0.0,5.0,0
1583,28,0.0,-0.0,-0.0,0.0,6.0,0
1583,29,0.0,-0.0,-0.0,0.0,7.0,0
1583,30,-0.0,0.0,0.0,0.0,8.0,0
1583,31,0.0,-0.0,0.0,0.0,9.0,0
1583,32,0.0,-0.0,-0.0,0.0,10.0,0
1583,33,0.0,-0.0,-0.0,0.0,11.0,0
1583,34,0.0,-0.0,-0.0,0.0,12.0,0
1583,35,0.0,0.0,-0.0,0.0,13.0,0
1583,36,1.0,1.0,-0.0,1.0,0.0,210.00
1583,37,1.0,0.0,0.0,2.0,0.0,210.00
1583,38,1.0,-0.0,-0.0,3.0,0.0,210.00
1583,39,1.0,-0.0,-0.0,4.0,0.0,210.00
1583,40,1.0,-0.0,0.0,5.0,0.0,210.00
